"","book","date","reviewer","rating","review"
"30","Harry Potter and the Deathly Hallows"," Feb 09 2018"," Catriona LittleBookOwl","it was amazing"," Re-read again this time it was the illustrated edition"
"31","Harry Potter and the Deathly Hallows"," Jul 27 2016"," alyssa","it was amazing"," First read Second read buddy read with the lovely ines I think I enjoyed the book even more when reading it the second time around I now ship ron and hermione b c they re just adorable together Rating 5 stars Lead Male Character 5 stars everyone and a half snape Lead Female Character 5 stars everyone Plotline 5 stars Genre fantasy middle-grade wizards Will I recommend this book to others YES Will I reread this book YES pff I ve reread it already LOLOverall story summed up in one word FANTABULOUS original review below 1 000 000 Million Stars I m going to hit myself on the head Why Well because I m stupid I ve always told myself that Harry Potter might be something that I won t like something I won t enjoy In my head I kept telling myself that wizards just aren t my thing and all that stupid shit I honestly don t know why I did that though But I finally got over my doubt and picked this up and I m speechless In a good way of course It was super good Next time for any book series I want to read I shall never listen to that stupid little voice in my head I will read anything I want to anytime anywhere Especially Harry Potter First off let me talk about Harry Potter This guy is fucking amazing He is one of the few characters I ve ever read about that no matter what stays strong and doesn t let anyone influence him or change his view on things And that s what I admire most about Harry If he thinks something isn t right he sets his mind to it and tries to fix it regardless of what others say around him Now me on the other hand is the complete opposite I m the person that cowers behind people and stays quiet I don t like drawing attention to myself But Harry really made me see that in certain circumstances I need to raise my voice and stand up for what I believe is right Really I could go on and on but Harry Potter is just uhhh I can t even put into words what I m feeling right now Next Ronald Weasley is super adorable He s funny and well just Ron I love his personality and his quirkiness I wish I had a friend like him Ron is just that kind of person that can make you laugh or turn a really serious situation into something funny and silly It s always good to know a person like Ron Sometimes they come in handy Also I fucking suck at chess I have tried multiple times to play but I will never understand the rules and strategies of chess Ron seriously needs to give me a few lessons on how to play chess Hermione Granger she knows her facts studies hard and is that know-it-all-type-of-girl At first I thought she was so bratty I have to admit I wasn t really fond of her at first but as the story progressed I grew to like her She s super nice and has Harry and Ron s backs no matter what Hermione is loyal and just uhhh again I can t put into words how much I love this girl Plus I have her wand One of my aunts went to The Wizarding World of Harry Potter in Universal Studios located in Orlando Florida like years ago At the time I ve of of HP but was never really interested in it And she came back with Hermione s wand which looks super badass if you ask me So I m proud to say that I have some HP merchandise To add she also got me a HP bookmark that s a hook and you just hook it to the inside of your book Hogwarts is so cool It s scary yet beautiful at the same time I would go on about each individual character but that would be too many words and by the time you get there you d probably already be asleep xD So I ll just leave it here About the rest of all the characters in this book each and everyone of them were wonderful As well as the plot And that surprise twist at the end I never saw coming Magnificent book and can t wait to start book 2 I feel so left out on the world Harry Potter and don t have a clue what people are talking about so I think it s about time I read this baby And please no spoilers This is my first time reading the series xoxo Super excited more"
"32","Harry Potter and the Deathly Hallows"," Sep 16 2009"," Wendy Darling","liked it"," Current project re-reading HP My history I was a young adult when this first book came out and the print book never really grabbed me when I gave it a try I found that I very much enjoyed the American audiobooks with Jim Dale narrating however so I read the first few books this way But this came to an end when I misplaced the fourth book and no longer had a long commute--I never did reach the end of that wretchedly long quidditch game so I gave up But here it is 2015 and I m trying again This time I m doing the wonderful Stephen Fry narration on audio It s interesting to come into these books after all this history both in the sense of the cultural impact of these stories as well as the knowledge of how much children s lit as art and as industry has changed for the better because of them Re-read reaction 3 5 starsWith this first book and I suspect with the next few I still feel the way I did before I admire the incredibly imaginative ideas so much but the writing isn t quite as rich or the character development isn t quite as deep emotional as I d like just yet It s a pretty straightforward story albeit one embellished with fantastic details But I LOVE HERMIONE GRANGER always have and I ve heard the later books are much darker And it s still a lovely experience to have the books read to me like a bedtime story My favorite parts of this book The mirror of Erised owl post pleeease may I have an owl and the thing hidden under the turban And It takes a great deal of bravery to stand up to our enemies but just as much to stand up to our friends Well done Neville You deserved the same number of house points as the other children in my book more"
"33","Harry Potter and the Deathly Hallows"," Jun 19 2010"," Ahmad Sharabiani","it was amazing"," Harry Potter and the Philosopher s Stone Harry Potter and the Sorcerer s Stone Harry Potter 1 J K RowlingHarry Potter and the Philosopher s Stone is a fantasy novel written by British author J K Rowling It is the first novel in the Harry Potter series and Rowling s debut novel first published in 1997 by Bloomsbury It was published in the United States as Harry Potter and the Sorcerer s Stone by Scholastic Corporation in 1998 The plot follows Harry Potter a young wizard who discovers his magical heritage as he makes close friends and a few enemies in his first year at the Hogwarts School of Witchcraft and Wizardry With the help of his friends Harry faces an attempted comeback by the dark wizard Lord Voldemort who killed Harry s parents but failed to kill Harry when he was just 15 months old 1997 2001 - 1379 348 1379 1380 1381 1382 1383 1384 1385 1386 1387 1388 9789645757029 1390 1392 1379 350 1380 1379 397 1380 356 1381 1382 1386 1381 400 1381 431 1381 350 1381 407 9649306161 1382 396 1383 1385 287 1381 227 1383 396 1383 1379 350 1380 1379 356 9649270701 more"
"34","Harry Potter and the Deathly Hallows"," Sep 28 2016"," Michael Finocchiaro","it was amazing"," The first HP novel is already a classic I have read it in the original English and the slightly disappointing IMHO French translation because my kid just a few months after starting reading plunged head first into this book and only resurfaced after the last one I never made it past the 3td book but admittedly really enjoyed this book It is the most light-hearted and funny of the series despite the darkness of the One Who Cannot Be Named The universe created by Rowling is one of the most complete and compelling ones ever for kids - that I will freely admit I obviously would love to witness a quiddich match and go to a class dealing with mandrakes and eat in that fabulous dining hall That being said it seems to be quite a lonely life - the idealisation in a sense of pensions for kids of rich or in this case magical families is perhaps a tad disturbing when you want to be a more hands-on parent and these parents apparently have no issue with only seeing their kids on holidays and during the summer I am not sure I could do that but that is just me perhaps An extremely entertaining and memorable tale that my kids both adored in both book and movie form Just finished reading HP1 aloud to my son in English and found it to be very enjoyable The plot does stick together the characters are endearing I love Ron s little side remarks about Hermione in the beginning and the imagination Rowling deployed to create this magical universe is astounding I cannot believe that this first book is already 20 years old It has really aged well I cannot really point to any weaknesses at all It was entertaining and a pure joy to share with my son - his first time through in English I believe I will set a 2017-2018 goal to finish all 7 books this time around Finished 2 on audiobook so on to Azkaban now more"
"35","Harry Potter and the Deathly Hallows"," Aug 24 2017"," Raeleen Lemay","it was amazing"," These never get old These never get old more"
"36","Harry Potter and the Deathly Hallows"," Jan 16 2018"," Grace BURTSBOOKS","really liked it"," Somehow I managed to avoid the entire Harry Potter franchise my whole life a fact I m not proud of but am very happy about because I got to go into this book knowing absolutely nothing and it was spectacular I loved every moment of this book it was fun and magical and I got utterly lost in the Wizarding World as I learnt all about it alongside Harry So clever beautiful plot this book series is iconic and for such good reason There s not much else I could say that hasn t already been said a million times before This book series is a classic and I am honoured to have read it I am having the best time reading the books I ve already moved on to the rest of the series and I cannot wait to be finished so that I can go back and reread them more"
"37","Harry Potter and the Deathly Hallows"," Nov 24 2016"," Luca Ambrosino","it was amazing"," ENGLISH Harry Potter and the Philosopher s Stone ITALIANOLet me dream I m reading for the first time this book to my daughter 6 years old but for me 37 years old it s the third time I read Harry Potter and the philosopher s stone Everyone should read this book if only to realize why the phenomenon Harry Potter has spread With an essential and enjoyable style J K Rowling catapults the reader into a fantasy world populated by wizards and flying broomsticks unicorns and talking hats A world where even the most complicated topics such as the death are treated with delicate gentleness After all to the well-organized mind death is but the next great adventure words of Albus Silente the master of life and the most charismatic character of the universe created by Rowling An universe where your worst misfortune is to be a non-magical a sad muggle who will never be able to see the platform nine and three quarters Let me dream Vote 10Lasciatemi sognare Mentre leggo per la prima volta a mia figlia 6 anni questo volume personalmente 37 anni sono alla terza rilettura di Harry Potter e la Pietra Filosofale Tutti dovrebbero leggere questo libro quantomeno per rendersi conto del perch si sia diffuso il fenomeno Harry Potter Con uno stile godibilissimo ed essenziale J K Rowling catapulta il lettore in un mondo fantastico popolato da maghi e scope volanti unicorni e cappelli parlanti Un mondo dove perfino i temi pi complicati come la morte vengono trattati con delicata leggerezza In fin dei conti per una mente ben organizzata la morte non e che una nuova grande avventura ci dice Silente il maestro di vita la figura pi carismatica dell universo creato dalla Rowling Un universo dove la sfortuna pi grande quella di essere un non magico un triste babbano che non sar mai in grado di vedere il binario nove e tre quarti Lasciatemi sognare Voto 10 more"
"38","Harry Potter and the Deathly Hallows"," Jan 03 2013"," Saania Zee Jamal","it was amazing"," Why oh why haven t I re-read this before That was the best nostalgia train ride of my life This This is everything I wouldn t even be on here if I hadn t decided to randomly buy that book with the cool-looking cover all those long long years ago and for that I thank you deeply and eternally Miss Rowling"
"39","Harry Potter and the Deathly Hallows"," Jan 02 2011"," Adam Silvera","it was amazing"," AdamRereadsHP First time I m reading this series from start to finish since ten years ago SORCERER S STONE is even more charming and funnier and brilliantly plotted than I remembered and that said it s still my least favorite of the series which is only odd to me because the first books in a series are often my favorite But in the case of Harry Potter this exciting rollercoaster only goes up I m still not a huge Hagrid fan I found him less annoying than I did as a teen and I m excited to see if the series changes my impressions of him and Dobby who I also wasn t a huge fan of My love for McGonagall has already doubled and wow I forgot how petty Draco can be Love this book Excited for CHAMBER OF SECRETS Audiobook by Jim Dale more"
"40","Harry Potter and the Deathly Hallows"," Jun 04 2017"," Melanie","it was amazing"," The Gryffindor 20th Anniversary Reread June 2017I know I said that June would be a month where I only read my ARCs but what kind of reader would I truly be if I didn t drop everything to reread a new edition of the series that made me a reader And seriously I couldn t resist even if I tried Look how breathtaking this Gryffindor version is And the inside The inside is even more spectacular Each of these four versions one for each of the different Hogwarts houses has a few special pages at the beginning and at the end to celebrate the love and glory of that house Even though I m constantly battling an internal crisis over the fact that the new Sorting Hat on Pottermore put me in Ravenclaw I feel like I am and always have been a Gryffindor And I suppose that internal struggle much like Neville Longbottom is actually very Gryffindor of me But I m here to show you some of this glorious art in the Gryffindor edition while just trying to celebrate every piece of happiness that J K Rowling and this life changing series has given us I am beyond words of gratitude so hopefully my pictures suffice If you are interested in purchasing the Gryffindor edition or any all of the other four houses you can order them at a reasonable price and with free shipping from Book Depository Hardcover Gryffindor Ravenclaw Hufflepuff SlytherinPaperback Gryffindor Ravenclaw Hufflepuff Slytherin"
"41","Harry Potter and the Deathly Hallows"," Jun 19 2012"," Jessica Silverbow Rabid Reads","it was amazing"," Reviewed by Rabid ReadsI wasn t going to review this for Rabid Reads but then I was reminded of the multitudes of unfortunates who haven t read HARRY POTTER yet I ask myself Me How can this be Self shrugs awkwardly Me The HARRY POTTER books breathed new life into readers of all ages They re amazing wonderful fantastic addicting SUPERLATIVE--Self nods emphatic agreement So what s the deal people Boiled down to its most basic elements HARRY POTTER AND THE SORCERER S STONE is urban fantasy For kids Absolutely For adults ALSO absolutely Rowling creates a wondrous world of magic that exists alongside the normal the muggle world In this magic world the objects and PEOPLE in pictures move chess pieces are both sentient and opinionated about your game-playing strategy Jelly beans come in EVERY flavor so part of the fun is never knowing whether the funny yellow one is going to be toffee or earwax Creatures of legend--centaurs hippogriffs dragons goblins etc --are part of everyday life If you re a wizard But all of the world-building is secondary to Harry himself The boy who lived Harry was only a year old when he was given over to his only living relatives The Dursleys of 4 Privot Drive are happy in their normalcy their mediocrity They think things properly account for the worth of a person they indulge their already horrible son and they more than neglect Harry They re dismissive of him They humiliate him They stifle him And they do all of these things thoughtlessly As if he s not a real person B c he s other Their abuse is so offhand you have to be an adult or least a mature reader to recognize it for what it is Younger readers just see a hateful villain A hateful villain who does such ostentatiously self-centered things to poor Harry that they can alternately Yayyyyyy and Booooooo with enthusiasm I ve heard similar comparisons made about Robin Williams Genie in Disney s Aladdin --the character was complex enough for adults to enjoy while being thoroughly entertaining to children So that s my sale Harry Potter isn t just for children it s for EVERYONE In my humble opinion what Rowling has done with these books makes Disney s Genie look like amateur hour and I quite like Aladdin FYI And as the recent popularity of coloring books for adults has proven people of all ages like pretty things and that is why this new illustrated version is spectacular SO We have an engaging premise a child mysteriously defeats the most powerful dark wizard in memory becoming instantly famous in one world a world full of wonder and magic is raised ignorant of his past by negligent relatives only to be reintroduced to the magical world when he comes of age to attend the equivalent of middle school We have the earlier referenced fantastical world-building We have well-developed often hilarious or reprehensible characters depending on whether they re meant to be Good or Bad And we have addictive individual story plots that build into the best Good vs Evil story arc since LOTR And children LOVE it So will you More than highly recommended 1 2 16 Getting starting one day late on the HARRY POTTER BR over at BB B shrugs Harry Potter is good today yesterday and tomorrow My other reviews for this series Harry Potter and the Chamber of Secrets Harry Potter 2 more"
"42","Harry Potter and the Deathly Hallows"," Oct 27 2015"," Mohammed Arabey","it was amazing"," He ll be famous a legend there will be books written about Harry every child in our world will know his name This line was written 1997 in the very 1st chapter of the very 1st book of a series that been rejected by many publishers But I ve talked about that before So let s see here with this beautiful Illustrated Edition chapter by chapter Reviewing Analyzing -from my simple reader perspective- of the first Harry Potter book why this line isn t exaggerating Why this line came true Chapter One THE BOY WHO LIVEDA two sides chapter First It starts Perfectly Normal Thank You Very Much What s supposed to be a normal day for a very normal man Mr Dursley Mind his encounter with a peculiar Cat that won t be shoo -ed -Fun Trivia that s the only encounter between the 2 stern characters Mr Dursley Professor McGonagall - Mind the Owls hyperactivity during the day Mind those weird men in weirdest costumes -okay in case you didn t read it before it s October 31 1981 he may didn t mind much because of you know it s Halloween day Stranger things started as we move to The Other Side with the arrival of an old Wizard to this Normal street at night And the Cat is a professor a huge man in flying motorcycle and a little boy became an orphan by an evil man s last curse How and why we don t know But this Boy who lived that Strange thing must now lives with his last family at this very Normal man s Good luck Harry Doorbells Dumbledore A very interesting Epic beginning A fine example of how to grab attention without confusing readers with too much strangeness and complicated peculiar invented names as most YA novels does -for example the Put-Outer that put out the light off street lamps has a more complicated name but it used way later in the books-Also it s very well paced perfectly split between Normal life and Magical one which is the essence of the series in this Breaking Dawn of URBAN FANTASY as we know it Chapter 2 THE VANISHING GLASSChapter 3 LETTERS FROM NO ONEChapter 4 THE KEEPER OF THE KEYS These chapters First Episode are like normal miserable drama The boring -with minor strange events- life of the seems normal yet Special orphan boy who lives in the cupboard under the stairs at his mean relatives Teased by his greedy selfish spoiled by parents cousin Duddly -Fun Trivia these chapters full with HUGE Easter Eggs of later books Mrs Figg of book five Snakes talk of book Two no Snakes winking though did you notice the motorcycle s owner name in the 1st chapter - But this drama still very funny written in a way Aunt Petunia stern acts and expressions for Harry Harry s wet responses Uncle Vernon s spoilings for Dudley It s really full of wet funny unforgettable lines And these letters that came to Harry when he turns 11 well changed everything -Fun Trivia Urban Myth that Uncle Vernon believed in Witches Wizards can t cross the water well how wrong that can be - And this episode ends with the big Revelation And the pretty Normal life is going to change forever for Harry Thank you very much Chapter 5 DIAGON ALLEYChapter 6 THE JOURNEY FROM PLATFORM NINE AND THREE-QUARTERSNow you know pretty enough of the Harry Potter back story the dark vanquished wizard and why everyone in this community were celebrating 10 years ago the 1st chapter and why Harry Potter is famous So Here bit by bit you step into this Magical Unique world Cleverly interestingly this world is revealed to you slowly as if told to 11 years old boy who has no clue of it This WIZARDING WORLD is no Normal at all thank you very much It s huge realm and community yet cleverly hidden in our own Normal world It ll give you Wonder and Fascination from how to reach it till being part of it And as Harry learns about it he will also meet these diversity of characters specifically this amazing family The Weasley s Yeah this last line makes you feel that the author joining you the fun herself It s hard to miss the fun sarcastic tone And Now you see Harry first lesson before getting to this Strange School is this Wizards and Witches are pretty Normal the same as you and me everyone has the good and bad just what you choose to be is what define who you are -Fun Trivia there s many Easter Eggs in the small details like Dumbledore s Chocolate Frog information which is vital this book last book and even the next series also for later books like the silly Rat spell that won t work on The Rat - Chapter 7 THE SORTING HATChapter 8 THE POTIONS MASTERChapter 9 THE MIDNIGHT DUEL Now amidst the Strangeness of the Wizarding World the humans there are so true and real Hence all the situations are true and realistic These first 3 chapters at Hogwarts gave me a strong Nostalgia to my first days of almost every school the college even workplaces Harry is 11 and his past Normal life didn t prepare him to Hogwarts this magnificent Fantastic Magical School So the author s lingering on how Harry feels even how every first year students acts in totally perfect way and funny too No matter how was your experience you will re-live it but in this Magical atmosphere Even you might feel you have acquaintances colleagues or friends like one of those Harry Potter s characters in one point or another There s always this simple true friendly type Ron eager ambitious knows-it-all Hermione smug bully Peacock Draco always lost and confused Neville funny troublemakers George and Fred authority lover Percy this older pet lover who knew one of your relatives and being so kind to you as an uncle Hagrid this older guy you feel he hates you for no reason at all Snape this stern all powerful yet super kind older woman McGonagall and you don t meet the Headmaster or the Boss pretty often when it s your first year but he may be like a Godfather to you later Dumbledore These chapters of the first weeks first encounters with different so real so human characters first lessons all are pretty remarkable and nostalgic Unforgettable lines The Potion Master greeting Harry And very funny Harry confusion about Midnight Duel with Malfoy And Hermione classic that the Movie Trailer made it even cinematic classic that many has been copying since -Fun Trivia Argus Filch his first name in Greek myth is to a guard with hundreds of eyes all over his body to see everywhere Well Argus alone-with a cat- watches the whole vast buildings and hallways of Hogwarts and you really can t escape him There s also this theory about Snape s first 3 questions to Harry is all related to the love of his life - Chapter 10 HALLOWEENChapter 11 QUIDDITCHChapter 12 THE MIRROR OF ERISED Now first half of the book is over -that fast - the second half has been brewing slowly since early first half Remember there s some small package in Ch 5 you read something about a failed stealing attempt in Ch 8 then suspecting it might be the school s heavily guarded item in ch 9 With pure chances our Harry Potter witnessed it all so far Now also by chances Harry start to suspect someone trying to steal it from the school It all start with a sequence of events that may some of it give you Nostalgia like having annoying knows-it-all colleague Well then one thing after another And we have a Trio I want to be back in school already Told you it s perfect blending Between Normal and Magic And with this Troll accident this Trio start suspecting the safety of whatever in the package at the third floor In a Agatha Christie Mystery style Investigations starts in Magic School While playing Magical Sport that once you read its rules -twice- you ll wish to play it even if against the worst team ever Slytherin And While staying at school during Christmas this intimate atmosphere The Blessing of having wonderful friends who like a new family to you even having family however they might be but they re still your blood as we ll discuss that in later parts And above all if we miss someone the importance of Not Dwelling in the past as Dumbledore said -Fun Trivia The Mirror of Erised stra ehru oyt ube cafru oyt on wohsi - And back to the plot Harry is not only investigate the safety of the parcel or why Snape -Harry s main and only suspect- wants to steal it the Trio also investigate the second owner of the parcel He-who-next-Chapter-is-named-after Chapter 13 NICOLAS FLAMELChapter 14 NORBERT THE NORWEGIAN RIDGEBACKChapter 15 THE FORBIDDEN FOREST With this Magical Urban Fantasy Novel comes a minor element of Real Historical figure and real life myth Nicolas Flamel and His Philosopher s Stone -Fun Trivia And this is The One when every child in our world knows about the Philosopher s Stone -expect in America They insisted that it s just Sorcerer s Stone That s may be one great aspect of mixing this Fantastical Fictional World with our Real Not-Normal Life Flamel is a real life Alchemist that mix of Chemistry and Magic That s what makes Harry Potter a fine example of Urban Fantasy And in these 3 Chapters the investigations get more tense with some events that put it in halt like bad Quidditch referee Or Hagrid s Dangerous forbidden Hobbies -well that s rich-Which get them- as Flich would say - in trouble A detention in the forbidden forest meeting the Centaurs and their mystic creepy speakings of how Mars was Bright that night And finally there -which happens again by mere chance- they will learn the real reason of the whole fuss around the parcel The Philosopher s Stone and who is behind the attempts to steal it Chapter 16 THROUGH THE TRAPDOORChapter 17 THE MAN WITH TWO FACES So now the perfect well structured Mystery and investigations and the cleverly paced School year comes to an end Right after the fast nostalgic too summing up of the Exams days which was so realistic So Classic And then the plan is On after the exam For the big Action of this Magical enchanting plot of the first book and with all the tension there the spontaneous natural fun lines between the friends never ceased Even in the hardest parts can makes you smile This amazing ultimate real meaning of friends completing one another That s what can really help in facing Evil and not fearing death And choose well As Professor Dumbledore s wise talk And Love and being Loved is the strongest power of all to face anything So it was story of Love Friendship Family and Bravery A perfect conclusion for a Perfect First Book in Unforgettable Breaking Point in modern Fantasy Young Adult Novels And in novels History generally A story that touched me personally and may touched so many felt so connected to those amazing realistic characters And as the investigations part ends finally it was moment for Truth -that may remind you with Agatha s Poirot Quote The truth however ugly in itself is always curious and beautiful to seekers after it So we still won t have the full answers we seek and have in our mind such as If this is a great story Why would a Man even so evil as Voldemort would be that keen to kill baby Harry that much in the first place Will he return Will it be convenience one Well in later books you ll see that everything is connected mostly -NOT TOTALLY-planned from the beginning Well if you still think this is an overrated Book Series and doubt the accuracy of this first line then you re seriously have some Uncle Vernon Dursley blood in you But cheers you are Perfectly Normal Thank You Very Much Mohammed ArabeyFirst Read Sep 2002Illustrated Ed Read from 11 Nov 2015To 27 Nov 2015Full review of book one written in Nov 2016 more"
"43","Harry Potter and the Deathly Hallows"," Nov 10 2016"," Brina","it was amazing"," Reposting in honor of Harry Potter s 20th anniversaryI have read Harry Potter more times than I have fingers and my two older children have read the entire series through twice These books have been around my entire adult life and because this first book was initially published prior to 2000 it is eligible as a modern classic group read in the group catching up on classics I have decided on this read through to rate the book within the middle grade children s genre and basing it against other books of its genre I rate this adventure five stars Earlier this year I decided to read classic and contemporary children s books in order to find quality books for my own children I did not want them to fall into the trap of only reading Harry Potter I may have found other timeless stories for them and culled new favorite authors however for a child Harry Potter stands out as an epic that allows an adolescent reader to grow up with its protagonists Additionally because the story has multitudes of plots sub plots and relatable characters Potter and his world generate many family discussions especially in a house as ours where multiple generations have read the story For myself it is becoming difficult to be as captivated by Harry s beginning years as I was when the books first came out I have reached the stage in life where Harry and friends are 19 years later Now years one through three become favorite stories for my children rather than myself My oldest turns eleven this year the same age Harry is in this story I myself have moved on to being thrilled by thousand page tomes like The Count and Gone With the Wind rather than books geared to adolescent readers And yet every so often it is still comforting to enter Harry s magical world for a few hours to put myself in my children s shoes and be able to share my love of reading with them Is Harry Potter a classic If years from now my grandchildren end up loving Harry as much as my kids do now I will be able to answer that question with a resounding yes In the meantime when I check out Harry from the library I will do so for my children rather than for myself I am thankful that I have finally reached a stage where I am captivated by a plethora of books not just one genre however I am glad that J K Rowling created this world so that kids can foster a love of reading and become lifelong readers For that nineteen years later I still rate The Sorcerer s Stone five magical stars more"
"44","Harry Potter and the Deathly Hallows"," Aug 05 2013"," Brian Yahn","really liked it"," In the Harry Potter series J K Rowling perfects the most important rule of story telling be interesting Her prose might not be great although it is good her plots and mysteries might be a little convoluted But damn can she tell an interesting story build a fun world and put great characters in it From the first sentence she lets you know what fun you re in for There s just that magical touch to it only she seems to have And she keeps it going through the whole book and the six others in the series without missing a beat The Sorcerer s Stone is packed with mystery It starts early and picks up speed burning through pages right to the reveal which is quite the surprise--no Scooby-Doo ending here But the thing that really makes this book stand out is the characters Harry Potter ended up getting on my last nerve in the series but in this book he s crazy likable The minor characters are what really make the series though They have more personality than the protagonist of most books This series might not be the best but there s nothing like it It s just magical Plain and simple more"
"45","Harry Potter and the Deathly Hallows"," Aug 27 2016"," Christy","really liked it"," I m 30 years old and I ve finally started the Harry Potter series I know what you re thinking- it took me long enough I say better late than never I remember when the first movie was released in 2001 My sister was reading the books and so was my best friend In 2001 I was in high school and though I loved the movie I was reading Sylvia Plath and Wally Lamb and had no interest in the young adult genre Now totally different story I m all about reading some YA Since I ve seen the movies there wasn t a ton of new material in this book for me though my I ve heard that the further I get into the series the more new material I ll come across I enjoyed reading this one lots and I m looking forward to reading the rest of the magical Harry Potter books this year more"
"46","Harry Potter and the Deathly Hallows"," Nov 06 2010"," Mark Lawrence","liked it"," Publishers have my sympathy If I try to put myself in the place of an editor picking this manuscript from the pile I can say with some certainty that I would not have recognized it as the ticket to a multi-billion dollar prize I would have thought to myself that it was a good fun read revisiting the magic-school trope and doing a fine job for children in the 8 to 12 range If I hadn t had anything better land on my desk I might have published it but then again like quite a number of publishers I might have passed in favour of a book I liked better I read this maybe 15 years back so I could share in what was exciting my three kids at the time And I ve read it twice to my daughter Celyn We read the first 5 some years back and now she s 12 we re going to read the whole lot She s very disabled and can t read for herself she can t hold the book or see the page for starters Having just finished I ve checked the shelves to discover we have two copies of book 1 and two copies of book 3 but none of book 2 So JKR will be getting some more of my money shortly To the review I liked the book I have no idea why it has sold a gazzilion copies more than any other children s book or why so many adults are so taken with it JKR writes solid enough prose though her addiction to adverbs in dialogue tags irks me no end he said testily She writes a fun and inventive story though the internal inconsistencies would have distressed me even as a child Why do the finest wizards in the land leave a great treasure guarded only by a series of puzzles rather than actual defences If in the final scenes the puzzle poem hadn t been left to give the solution to the potion test or the key hadn t been left in the same room as the door that wouldn t yield to magic would that not have been a better way to defend the treasure Yes it was more fun this way but dammit kids aren t stupid But yes funny and inventive magic school dynamics of making friends and enemies the hijinx the evil baddie the chosen one it s all good Celyn certainly enjoyed it She s on team Hermionie The only other thing that really bothered me was the repeated insinuation present even in the term itself that muggles are somehow lesser That the random gift of magical ability somehow makes you better I remember that later on and hinted at in this book the idea of mud-bloods wizards born of muggles is offered up as a proxy for racism and we re invited to condemn Draco Malfoy for his views rightly so But all the time I read this I m feeling the hypocrisy embodied in the whole idea of muggles which albeit voiced without open malice is really the same damn thing I will report back on book 2 when we re done Join my 3-emails-a-year newsletter prizes more"
"47","Harry Potter and the Deathly Hallows"," Feb 23 2016"," James Trevino","it was amazing"," Let s have a dialogue shall we I think it is the best way to review this I really do World James why haven t you reviewed this book already James I thought I did Everyone knows I am the biggest Potterhead ever anyway World No they don t Fake fan Fake news James Wait what Shut up I can name you all the passwords from Gryffindor s common room And I can recite even the Hogwarts hymn World See fake fan No real fan likes that hymn They even cut it from the movies James But World And you don t even have a house James I do I m a proud Slytherin World Ha Everyone knows real Potter fans always choose Ravenclaw James That means real Potter fans also like answering riddles while stumbling drunk in the dark after a party just to enter they common room World That that We re more logical James And we have cookies The Dark Side always does World That s not fair James Pussies I rest my case World Wait if you are a Slytherin how do you know the passwords to enter Gryffindor s common room James I I AVADA KEDAVRA Now if you feel that you haven t learned anything new about this book and you want a real review let me help you Here s the Wikipedia page https en wikipedia org wiki Harry P And if you really read this far you really need a hobby more"
"48","Harry Potter and the Deathly Hallows"," Nov 02 2012"," Mohammed Arabey","it was amazing"," 2002 2002 2002 9 10 more"
"49","Harry Potter and the Deathly Hallows"," Dec 31 2017"," Elyse","it was amazing"," Why didn t anyone tell me haha -I can t use that excuse -Harry Potter is a WIZARD I had no idea I thought he was a funny looking kid - with funny hair - and round glasses It s true HARRY POTTER is very famous J K Rowling knew Harry Potter would be famous -FOR REAL- Hello with 59 157 customers reviews on Amazon - averaging 5 stars - I d say he s a very LIKABLE HARRY POTTER FAMOUS boy too How in the world does a first time author - this was the first Harry Potter book yes - have the vision to not only create a wizardly wonderful story centered around a neglected boy who lived in a cupboard - with his sad history- know that he would become a hero the world s most famous HARRY POTTER AMAZING Book girl -Bossy know-it- all Hermione chess player great friend Ron street-smart wizardly guide Hagrid father figure Dumbledore etc etc etc major and or minor characters THEY COME ALVE - Great Characters cats toads owls flying motorcycle muggles great new word wizard boarding school of course it seemed so normal -I BELIEVE food - sausages- turkey- cake- chocolate frogs- etc games rewards birthdays - Christmas - punishments hero s villains sports Quiddich such a cool game twists and turns suspense The wave of a magic wand HARRY POTTER sure got a magical wizardly lesson of bravery at Wizard Boarding School Incredible I honestly never thought I d enjoy Harry Potter this much I must have been missing some marbles An extraordinary book for all ages something people have been saying FOR AGES more"
"50","Harry Potter and the Deathly Hallows"," Sep 28 2015"," Cait A Page with a View","it was amazing"," Goodreads now you can track all the times you have read a book Me"
