"","book","date","reviewer","rating","review"
"12","Harry Potter and the Goblet of Fire"," Dec 05 2016"," Kainat HUFFLEPUFF PROUD","it was amazing"," Best one so far Remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to the boy who was good was kind and brave because he strayed across the path of Lord Voldemort Remember Cedric Diggory"
"13","Harry Potter and the Goblet of Fire"," Apr 25 2014"," Bookdragon Sean","it was amazing"," I remember the first time I read this I d just started a real crappy job that I came to hate I d dropped out of university after my first year because my degree in psychology was a terrible choice I seemed to be making more enemies than friends through life but none of that mattered because I was reading a great series of books I had something to look forward to every day when I really needed it The point is books are escapism and fantasy books particularly so As I got my shit together this book helped me move on and get through life as so many other books have since As Harry Ron and Hermione entered their fourth year of Hogwarts arguably their most challenging and intense year yet I checked my mail box to see if my invite had finally arrived It hadn t It still hasn t Maybe one day more"
"14","Harry Potter and the Goblet of Fire"," Aug 17 2013"," Riley","it was amazing"," This one is still my favorite"
"15","Harry Potter and the Goblet of Fire"," Jul 09 2012"," Maureen","it was amazing"," Reread in December 2017 for HarryXmasToYouForever sad about Winky not being in the movie and Rita Skeeter s whole story not making it in either because she s so awful but JUSTICE IS SERVEDReread in December 2015 for HarryXmasToYouSeriously so many things I forgot because it s so different from book to movie It s so good still though I loved Dobby in this book Reread in December 2014 for HarryXmasToYouAgain so great Lots of things I forgot Like Ludo Bagman as a character the Weasley s coming to be Harry s family for the third task and just how things actually happen in the book since it varies in the movie Things start to get dark after this book more"
"16","Harry Potter and the Goblet of Fire"," Oct 27 2012"," Mohammed Arabey","it was amazing"," 3 8 - 7 - 25 2014 more"
"17","Harry Potter and the Goblet of Fire"," Feb 13 2016"," Aj the Ravenous Reader","it was amazing"," Normally I congratulate myself for finishing a 500 page novel but after reading 734 pages of this book my only reaction was How could it already be over The more I read Harry Potter the harder I fall in love with J K Rowling I couldn t grasp how she could make this most fantastic series with the most complex and most expertly planned out plot you could tell she was so sure of the story the moment she started writing the first book Her attention to detail is more than impressive and the diversity and the realness of her characters are just unbelievable Every single character even inanimate ones is fully developed I am just absolutely completely astonished ONTO THE RANDOM STUFF Lol higlights1 George and Fred and their skiving snack boxes These boys are just too funny Maybe Harry s next task is to attack Percy while he s in the shower 2 Professor Dumbledore and his twinkling eyes 3 Hagrid and Madam Maxine- a match made in er the mountains 4 When is Vicky short for Viktor When Ron s jealous Lol 5 Herm-own-ninny says Krum Bahahaha 6 Socks that screamed loudly when they became too smelly-Harry s sweetest gift to Dobby 7 Dobby calling Ron Wheezy 8 Super cute Pigwidgeon being called Pig Bahaha Grrr inducing moments characters 1 Fleur Delacour I am not very fond of ze way you act although I find ze way you talk fab 2 Ron you could really be an idiot sometimes Caught on have you Took you long enough 3 Draco you foul creature Don t worry Harry I ll make you a personal badge I d wear all the time saying Harry Potter is the best Rub the badge and it ll change into Harry Potter is the bestest 4 THAT RITA SKEETER 5 He who must not be named is officially back shivers 6 Harry you could be a pain sometimes you know All the danger signs are there Your dreams your scar your name out of the goblet Why won t you listen to Hermione Woah moments 1 Harry against the Horntail Way to go Harry 2 The triwizard tournament of course3 Basically all the tasks Harry is awesome 50 points to Gryffindor for answering the Sphinx question Hermione moments 1 Hermione her big heart and brain for the SPEW I mean S P E W 2 So basically you re going to take the best-looking girl who ll have you even if she s completely horrible 3 Her relentless support to Harry 4 Hermione and the Yule Ball Sherlock thought 1 I was almost sure it s view spoiler Mr Bagman hide spoiler who was the culprit I was terribly wrong I m no Sherlock after all Crying moments1 Ron and Harry made up I was positively howling right along with Hermione 2 J K Rowling says let the killing of noble characters begin view spoiler Cedrick hide spoiler wails 3 Harry and his big heart view spoiler The twins really deserve the bag of galleons hide spoiler Let me give you a Mrs Weasley signature rib crushing hug A few of the many things the movie got wrong or missed to include 1 Winky Dobby Mr Bagman 2 Went on ruining the mystery of the story right from the beginning Ugh 3 Rita Skeeter s most well deserved punishment All thanks to Hermione 4 Wormtail being all smug 5 Hermione s ball dress should have been periwinkle blue P S Harry s first attempt at romance happened here so it makes perfect sense that I m posting this review on Love Day What s more perfect is I get to greet my smart and sexy French Friend Anna a HAPPY BIRTHDAY I hope you re having the best day my awesome friend I was going to read something else for you but I can t keep my hands off Harry Potter I am positively hexed Lol more"
"18","Harry Potter and the Goblet of Fire"," Oct 23 2015"," Wendy Darling","liked it"," I m apparently the crankiest person on earth because this was my least favorite Potter book yet AZKABAN being my favorite It s mostly because 1 There is too much tournamenting for my taste 2 I hate the house elves O3 The word quietly is egregiously overused It loses its effectiveness because it appears so often 4 There are moments when Harry and Ron behave like stereotypical stupid boys I know I know they re 14 doesn t mean I can t be annoyed with them The book gets an extra star because the last 10 chapters were very good though and I loved 1 that Hermione gets a makeover but then matter-of-factly says it s too much trouble to straighten her hair every day 2 the creepy thing in the blanket 3 Cedric Poor brave boy view spoiler WHY DID NO ONE TELL ME hide spoiler more"
"19","Harry Potter and the Goblet of Fire"," Jan 28 2017"," Emily Books with Emily Fox","it was amazing"," One of my favorites"
"20","Harry Potter and the Goblet of Fire"," Oct 09 2017"," Kaylin The Re-Read Queen","really liked it"," Ummm it s Harry Potter I m incapable of a decent review or anything new to say My rambling thoughts as I finish this - Sooo much about Voldemort s planning makes more sense now Movie s skipped a lot -Speaking of Dobby is my favorite and I ll forever be mad he was written out of the movie - Barry Crouch Jr is still attractive but I think it s only because David Tennant played him in the movie -I m still not over Cedric So sweet So kind - Cho is boring and I don t know what Harry sees in her- Does all this S P E W stuff actually go anywhere Because it feels a little random and completely unresolved - Is Hermione s campaigning for house- elf rights supposed to be a good or misguided Because even Hagrid disagreed with her - Molly Weasley is who I aspire to be- I disliked movie Sirius but like book-Sirius a lot more- More Remus Lupin please - I still think Harry throwing that one challenge to save everyone was kind of dumb more"
"21","Harry Potter and the Goblet of Fire"," Apr 01 2013"," Darth J","it was amazing"," Death had always been a major theme of these books but Goblet of Fire was really the turning point of the whole series Not only did Voldemort return but we found out that the Wizarding World is much larger and view spoiler Cedric is killed hide spoiler The characters become more real yet are still stuck in flux between child and adult which is apropos seeing as how this book is literally in the middle of the series"
"22","Harry Potter and the Goblet of Fire"," Apr 04 2017"," Luca Ambrosino","it was amazing"," English Harry Potter and the Goblet of Fire Italiano The villagers of Little Hangleton still called it the Riddle House even though it had been many years since the Riddle family had lived there Maybe this time I was out of line with the bedtime reading to my daughter not so much for the size of the book but for its darker content compared to the previous ones Towards the end of this fourth book in the Harry Potter series my little girl had difficulty falling asleep I had to defuse the situation The Quidditch World Cup is coming and Harry Ron and Hermione have the chance to watch the final round before the start of the new school year This time problems start even earlier than the end of the summer vacation far from the walls of Hogwarts Many pages many events the new Defense Against the Dark Arts teacher the Triwizard Tournament the tasks to face There is always something to understand some mystery to unveil Great food for our potterian curiosity But be warned Dumbledore warns us Curiosity is not a sin But we should exercise caution with our curiosity Caution easy to say Vote 9 Gli abitanti di Little Hangleton la chiamavano ancora Casa Riddle anche se erano passati tanti anni da quando i Riddle ci abitavano Forse stavolta ho esagerato con la lettura serale per mia figlia Non tanto per la mole quanto per il contenuto pi cupo dei precedenti Verso la fine di questo quarto libro della serie la mia bambina aveva difficolt ad addormentarsi Ho dovuto sdrammatizzare non poco La Coppa del Mondo di Quidditch alle porte ed Harry Ron ed Hermione hanno la possibilit di vedere dal vivo la finale prima dell inizio del nuovo anno scolastico Questa volta i problemi si presentano ancor prima della fine delle vacanze estive lontano dalle mura di Hogwarts Pagine dense di eventi e di nuove conoscenze tra cui il nuovo insegnante di Difesa dalle Arti Oscure E poi il Torneo Tremaghi e le prove da affrontare C sempre qualcosa da capire qualche mistero da svelare Ottimo cibo per la nostra potteriana curiosit Attenzione per Silente ci avverte La curiosit non un peccato Ma dovremmo andarci cauti con la curiosit Cauti una parola Voto 9 more"
"23","Harry Potter and the Goblet of Fire"," Sep 12 2011"," Inge","it was amazing"," Could you be any more perfect"
"24","Harry Potter and the Goblet of Fire"," Jan 07 2012"," James","really liked it"," Book Review 4 of 5 stars to Harry Potter and the Goblet of Fire the 4th book in the Harry Potter young adult fantasy series written in 2000 by J K Rowling Although this one was close to a 5 for me I think it s enough to give 1 book in the series a 5-rating which means this one will stay at a 4 But I still loved and adored the characters the setting the story the themes all of it Rather than go into a detailed review as we ve seen too many of them always fun to read tho I m just going to chat a little bit about the parts that I enjoyed the most 1 The selection of the 3 students to participate in the Tri-Wizard Tournament It s scary to think the schools condone putting the kids at such risk but then again I suppose they d stop it just before anyone died or was hurt irreparably To imagine the goblet of fire choosing one from each school and then Harry s name being cast as a fourth one fantastic idea and approach I felt the drama And I loved having him put to the test mid-way thru the series as he never seemed to be all that good of a student or a wizard 2 The introduction of new characters in this one is intense I loved all the folks at the various stages of the competition To see feelings emerge for one another to know they were going thru the same unrequited love and anger we all go through as teenagers Was a good experience -- I thought it was one of the more real aspects of the series 3 The imagination for all the tournaments and the dance fantastic I wanted to be there watching it all happen I can only imagine how it felt to write those scenes knowing it would propel the characters forward in a very different path by the end And to see the drama of how it all turns out I am feeling the need to re-read this series again soon About Me For those new to me or my reviews here s the scoop I read A LOT I write A LOT And now I blog A LOT First the book review goes on Goodreads and then I send it on over to my WordPress blog at https thisismytruthnow com where you ll also find TV Film reviews the revealing and introspective 365 Daily Challenge and lots of blogging about places I ve visited all over the world And you can find all my social media profiles to get the details on the who what when where and my pictures Leave a comment and let me know what you think Vote in the poll and ratings Thanks for stopping by Note All written content is my original creation and copyrighted to me but the graphics and images were linked from other sites and belong to them Many thanks to their original creators more"
"25","Harry Potter and the Goblet of Fire"," Jun 13 2015"," P","it was amazing"," It is my belief that the truth is generally preferable to lies Re-read - Harry Potter and the Goblet of Fire steps up from the previous ones very well it s the darkest book I ve ever read since Harry Potter and the Sorcerer s Stone Who knows Harry Potter grows up and becomes a boy who has to take the responsibility on his shoulders he never wants to be selected he never wants glory and prestige yet the world turns against him anyway I love that this book isn t a children s book anymore in my opinion it becomes hastily intense and has more dimensions than J K Rowling had ever intended She did a great job when she wrote this book I could see her intention for the book to be a mature one and she made the right decision for doing that I m so pround of her and so she becomes my favorire author EVER If you want to know what a man s like take a good look at how he treats his inferiors not his equals It matters not what someone is born but what they grow to be Not only this book is full of adventures but it hides some messages for you to discover Isn t it the best way to teach our children via books Harry Potter and the Goblet of Fire has everything I ve asked for since the first time I read Until now the book is like a gem and I think of it as my treasure because it s so precious my eyes hurt to look at Many things happen in this book such as a tragedy and deprecation but it s the way our lives go on right So I embraced this book like a teddy bear and told myself that perhaps something really bad would happen but it s just mishaps and it would pass like a rainy day Remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to a boy who was good and kind and brave because he strayed across the path of Lord Voldemort Remember Cedric Diggory TeamKrumioneMore at http goo gl kNcx2n more"
"26","Harry Potter and the Goblet of Fire"," Oct 08 2016"," Christy","it was amazing"," Harry Potter and the Goblet of Fire was my most anticipated read of the series It s my favorite movie I KNOW I KNOW- the books are SO MUCH BETTER and it s where the books really start to get intense Even though there was a part that brought tears to my eyes its not as sad as whats yet to come I feel like this book is the book of transitioning for Harry Ron and Hermione This is the last book of their childhood If the movies follow the books as well as I hope shit really starts to get real after this one There is a lot of depth to this story the characters and it gets a bit darker than the first three I love the Tri-Wizard Tournament aspect and the new characters we meet Once again I listened to the audio book and the narration was fantastic If you ve never read the books before or your a long time fan- I highly recommend these audio books The narrator does a fantastic job I love getting lost in the world of Harry Potter and can t wait to read more 3 more"
"27","Harry Potter and the Goblet of Fire"," Feb 25 2016"," Brina","it was amazing"," This is at least the 10th time I have read Harry Potter I feel like I am doing a disservice writing a review of this book That being said I usually reread the entire series around this time of year when I am waiting for spring to start It is like revisiting an old friend and brings a warm feeling to my heart In my last review I equated reading Potter to warm apple pie with vanilla ice cream on top basically the ultimate comfort read My favorite section in this book occurs in the last 150 pages The first time I read the series it was my favorite book because of all the action and new characters Digging deeper I have come to love book 3 more but value book 4 as it acts like a segue to years 5-7 Harry comes face to face with Voldemort at last and leaves behind the rest of his childhood innocence Dark times await in the near future and Harry must keep his friends close at hand As the Hogwarts Express leaves Hogsmeade station we grow apprehensive of the journey that Harry has just embarked upon and look forward with excitedly to the next installment of J K Rowling s magical world more"
"28","Harry Potter and the Goblet of Fire"," Feb 26 2018"," Grace BURTSBOOKS","it was amazing"," 4 5 stars This was 600 pages of pure stress and I loved every second of it RTC"
"29","Harry Potter and the Goblet of Fire"," Jul 08 2014"," Andie","it was amazing"," I ve read this series more times than I can even remember But every time it feels like the first time all over again There s always certain details that I forget between my re-reads and movie watching and it s great to revisit and remember why this is one of my favorites of the series I loved how much foreshadowing is in it and knowing what s coming certain parts just break my heart I decided to do the audio book by Jim Dale for the first time ever Oh my was it great Definitely recommend it So much love for this series more"
"30","Harry Potter and the Goblet of Fire"," Jul 05 2013"," April Aprilius Maximus","it was amazing"," brb crying"
"31","Harry Potter and the Goblet of Fire"," Mar 08 2013"," Tadiana Night Owl","it was amazing"," Is there anyone else out there who thinks Goblet of Fire was the high point of the whole Harry Potter series I m just wondering if I m strange or something"
"32","Harry Potter and the Goblet of Fire"," Sep 14 2017"," maymay","liked it"," My entire emotions of this book can be summed up nicely by this picturePUT YOUR PITCHFORKS DOWN OKAY let me explain So I have now come to terms with the fact that 63 34 of this fandom is based on nostalgia like it s a decent book but for the HYPE it s just well s So Goblet of Fire was over 700 pages and I felt as if the story hadn t started until the last 10 chapters 700 PAGES700 PAGES FOR A MIDDLE SCHOOL BOOKLIKE THAT S GOTTA BE SOME HARDCORE ENTERTAINING ISH IF YOU WANNA GO 700 PAGES but sadly I felt it was VERY DRAWN OUT and im sorry please don t hate me I don t deserve this okay Im a good kid I do the dishes and vacuum my roomSo basically harry continues his pursuit in life of being the most special snowflake to ever exist on the blue and green globe though at points in time I was beginning to sympathize with the kidRon is mehHis FAMILY ON THE OTHER HANDMolly Weasley is a blessing to this worldThe twins are sO precious AND I NEED MORE OF THEMPercy is mehArthur is 9 10HERMIONE IS PROBABLY THE ONLY CHARACTER THAT I CAN SAY I COMPLETELY AND ENTIRELY ADOREShe s witty and smart and doesn t take crap from the boys but is also really loyal and trustworthy basically the best kind of character in this seriesAlso Sirius he s he s too good man he s just too good s I also have to say I thoroughly enjoyed the last 5 chapters of the book why you would ask BECAUSE THINGS HAPPENED IT WAS EXCITING EVENTS TOOK PLACE unlike the rest of the 650 pages which were just drawn out filler Anyways im told the next book is better or something also still looking out for the luna character apparently she s a dollPlease forgive me If you want to know what a man s like take a good look at how he treats his inferiors not his equals 2 5 stars check yo calendars kidsit s the 15thwhich can only mean ONE thing this b tch is back to continue her hp series binge more"
"33","Harry Potter and the Goblet of Fire"," Sep 13 2016"," Reynita Maharani The Night Reader","it was amazing"," This review has been hidden because it contains spoilers To view it click here Edit Rounded it up into 5 starsREVIEW TO COME ON SATURDAY 4 8 Stars Lord Voldemort s gift for spreading discord and enmity is very great We can fight it only by showing an equally strong bond of friendship and trust Differences of habit and languages are nothing at all if our aims are identical and our hearts are open My Opinion OMG This book lot of things happened and I m still in shocked okay let s begin with Cedric Diggory My Most Saddest Scene Cedric was a nice guy and he w Edit Rounded it up into 5 starsREVIEW TO COME ON SATURDAY 4 8 Stars Lord Voldemort s gift for spreading discord and enmity is very great We can fight it only by showing an equally strong bond of friendship and trust Differences of habit and languages are nothing at all if our aims are identical and our hearts are open My Opinion OMG This book lot of things happened and I m still in shocked okay let s begin with Cedric Diggory My Most Saddest Scene Cedric was a nice guy and he was really sweet and I liked him I was so shocked when he died because I thought he would be alive until the last book and he died so fast that I just sat on my bed and I was like What did just happen I still can t believe he died in such a young age and it was all because of Voldemort Oh and I was so proud of Harry too he s so kind that he suggested Cedric to hold the cup with him So there would be two winners not only Harry or Cedric and I was so confused who I wanted to get the cup first I liked Cedric but I also liked Harry So I was very happy when Harry suggested that but that happiness vanished as fast as it came The cup was a portkey and the cup transported them to Voldemort and Cedric died so fast that I didn t even cry I was just so shocked because what would Harry say to his parents and I was so worried what about if they blamed Harry for this but thankfully that didn t happen Cedric s parents were very sad but they didn t blame Harry They even thanked him for returning Cedric s body to them My Favotite Scenes I think there is something change between Hermione and Ron Ron was so mad when Hermione went to the ball with Viktor He said it was because Viktor was from Drumstrang and he said Hermione was fraternizing with the enemy But I still don t believe this at all Before Hermione went to the ball with Viktor Ron liked Viktor so much that he even wanted to get his autograph and I think he acted like that because he was jealous hahaha it was so funny and sweet to see Ron got jealous and there s also this scene Known what said Ron quickly You haven t been mixing up Love Potions have you Don t be stupid Hermione snapped starting to pound up her beetles again No it s just how did she know Viktor asked me to visit him over the summer Hermione blushed scarlet as she said this and determinedly avoided Ron s eyes What said Ron dropping his pestle with a loud clunk He asked me right after he d pulled me out of the lake Hermione muttered After he d got rid of his shark s head Madam Pomfrey gave us both blankets and then he sort of pulled me away from the judges so they wouldn t hear and he said if I wasn t doing anything over the summer would I like to - And what did you say said Ron who had picked up his pestle and was grinding it on the desk a good six inches from his bowl because he was looking at Hermione and he did say he d never felt the same way about anyone else Hermione went on going so red now that Harry could almost feel the heat coming from her but how could Rita Skeeter have heard him She wasn t there or was she Maybe she has got an invisibility Cloak maybe she sneaked into the grounds to watch the second task And what did you say Ron repeated pounding his pestle down so hard it dented the desk Well I was too busy seeing whether you and Harry were OK to - but before she could finish that sentence Snape came Ugh why did he have to come when she hadn t finish it but that scene was sweet and funny wasn t it AHH MY HEART The Plot Twist The plot twist in this book was better than the plot twist in first book second book and third book I swear I didn t expect that at all I thought the bad guy was Ludo Bagman because he acted so strange He asked Harry whether he wanted his help or not and so I thought he was the bad guy then there was a scene where Moody was the bad guy but he wasn t Moody he was the imposter of Moody and the real Moody was imprisoned in his own trunk and this imposter was Barty Crouch s son Thank you for reading and liking this review guys hope you all have a great weekend more"
"34","Harry Potter and the Goblet of Fire"," Aug 17 2016"," Kristina Horner","it was amazing"," This book was so much darker and sadder than I remembered - the crazy thing is Goblet of Fire was always my least favorite as a kid because between the Qudditch World Cup and the Twiwizard Tournament I just associated it with being the sports one But this book has SO MUCH GOING ON and it made me feel way more feels than I remembered and it all really hit me in ways I hadnt expected I m so glad Harry has Molly Weasley and Hagrid and so many other wonderful people in his life I couldn t believe how real the argument between Dumbledore and Cornelius Fudge felt at the end when Fudge refused to believe Voldemort was back I had forgotten so many details about Winky s part in the book and Rita Skeeter and the overall delightfulness of Hermione s weird relationship with Victor I enjoyed this reread immensely Favorite book so far of my adult reread of Harry Potter more"
"35","Harry Potter and the Goblet of Fire"," Aug 27 2012"," Jessica Silverbow Rabid Reads","it was amazing"," FINALLY ready to get back to this I actually listened to the first 150ish pages last weekend when I was on the road and I didn t kneel over Of course Snape s not been mentioned yet so we ll see crosses fingers"
