"","book","date","reviewer","rating","review"
"11","Harry Potter and the Prisoner of Azkaban"," Nov 30 2017"," Melissa Dog Wolf Lover Martin","it was amazing"," I m just going to add a few gifs and pictures from my book Harry Potter books will always be 5 star no matter how many times they are read Hermione forever I fell in love with S Black in this book and I never looked back I m going to add some pictures from my book although now I wish I would have added more but it is what it is maybe later I love these big illustrated coffee table editions of the books It makes re-reading them an extremely fun experience I just wish she would put them all out at once I know I know I m ready for the next though Happy Reading Mel MY BLOG Melissa Martin s Reading List more"
"12","Harry Potter and the Prisoner of Azkaban"," Jan 31 2008"," Chris","really liked it"," Since pretty much everyone I know has read these books I figure reviewing them is pretty pointless But with the new book coming out in a couple of weeks I have to go through them beginning to end To make the reviews more entertaining I will be doing them in a variety of unexpected formats For this review I will be writing as Crookshanks fan fiction Crookshanks swished his tail back and forth as he crept up the stairs to the boys bedrooms He knew the rat wasn t what it was pretending to be but all of his attempts to alert the humans to this fact had failed I don t know why I even bother he muttered to himself I could get along fine without any of them Let the rat do whatever it is it s trying to do So long as Girl keeps feeding me and scratching my belly I ll - hello what s this He could smell the rat Its scent was like nothing Crookshanks had ever smelled and for all his time living in a magical pet shop he d smelled a lot The rat did smell like a rat yes but there was also something else Something human It was just like that big black dog he d met on the grounds the other day Every instinct in him had screamed to run away but there was that smell And even Crookshanks knew what they said about cats and curiosity The dog had turned out to be more than just a dog and it had convinced Crookshanks to help it First order of business retrieve a certain rat from the bedroom of the Red-Haired Boy The Boy wasn t in but the rat was Crookshanks circled the bed a few times This time maybe he would be able to get the damn thing He tensed for a moment and then leapt onto the bed By luck or skill he was nearly on top of the thing when he landed A-HA he yowled Gotcha He pinned the rat under his sizable paw Where you gonna run to now ratty he asked sneering as best he could The rat writhed in his grip Please it said Just let me go You don t know what will happen if you eat me it would be a terrible mistake A mistake eh the cat said We ll see about that I have a great big doggie friend who s just aching to get his jaws around you He barely had time to finish his sentence when the rat went mad It squealed and bit and slashed with its paws And then against all of Crookshanks previous experience - it grew It nearly threw the cat off the bed as it became much more massive - its legs lengthened and its arms stretched until it had reached a human size and shape Crookshanks goggled Of all the things he d expected from this rat this wasn t it The human grabbed at him but Crookshanks was too fast He jumped off the bed and shimmied under the wardrobe where he could see but not be seen The human looked around breathing heavily He was pale and thin and still looked ratty Think Peter think he said Gotta get out of here but He stopped glanced at the wardrobe and grimaced You may just have given me my way out cat he said And then he bit the ball of his hand Blood dripped out leaving spreading red blotches on the sheets They ll think it was you he said They ll leave me for dead and I ll be free to rejoin my Lord He looked at the recently repaired curtains on Ron s bed It s not safe here anymore He sucked at the wound to stop the bloodflow and then went to the window Perched on the windowsill he looked over at Crookshanks hiding place If I were human he said the fall would kill me But as a rat His body rippled and twisted and shrank and then there was an old grey rat on the sill Crookshanks was pretty sure it winked at him before leaping off After a minute or two Crookshanks wriggled out from under the wardrobe his thoughts dark The Red-Haired Boy was going to be angry and so was the Girl But more importantly the Dog was going to be furious It was barely holding on to its sanity as it was Crookshanks shook his head This was going to get worse before it would get better more"
"13","Harry Potter and the Prisoner of Azkaban"," Apr 02 2015"," Kai","it was amazing"," Happiness can be found even in the darkest of times if one only remembers to turn on the light When I finished Harry Potter and the Prisoner of Azkaban for the first time it immediately became my next favourite book J K Rowling outdid herself and wrote something even bigger and better than before And she ll keep doing it for another 4 books There s just nothing to criticise about book 3 Compared to the other books there s not a single scene that makes me uncomfortable that I d prefer to skip rather than experience it again I particularly admire Hermione our favourite genius witch Keeping all those immense secrets kicking butt being the best student of her age suffering Ron s sideswipes and punching Malfoy in the face can t ever be beaten Hermione seriously managed her mischief Find more of my books on Instagram more"
"14","Harry Potter and the Prisoner of Azkaban"," Jan 02 2011"," Adam Silvera","it was amazing"," Loved it duh It s my favorite in the series and I m not sure I got anything NEW out of this reread except some reminders on what a dick Snape is how Crookshanks was MVP in getting the passwords to Sirius Black"
"15","Harry Potter and the Prisoner of Azkaban"," Feb 09 2018"," Grace BURTSBOOKS","it was amazing"," I don t know what to say other than I love this book I loved learning more about Harry s parents I loved Harry Ron Hermione Fred George and everyone else I loved the storyline and how every single seemingly pointless detail somehow ended up meaning something to the bigger story and how I was left completely in shock I loved the introduction of divination and I loved Sirius I love love love this series Superb storytelling I AM IN LOVE"
"16","Harry Potter and the Prisoner of Azkaban"," Nov 24 2016"," Luca Ambrosino","it was amazing"," ENGLISH Harry Potter and the Prisoner of Azkaban ITALIANOSirius Black s escape from Azkaban prison is on every wizard s lips Not even the dreaded guards of the prison the Dementors managed to keep in a cage the wicked wizard who probably want to meet again his master Voldemort But to do that firstly he must kill Harry Potter the only one capable to stand up to Voldemort Meanwhile the new school year is about to start at Hogwarts School of Witchcraft and Wizardry and Harry Ron and hermione will become acquainted with two new professors Compared to the previous the third volume of the series is the one that is richer in twists and turns I m reading the saga of Harry Potter to my daughter when in the evening she goes to bed and in this Harry Potter and the Prisoner of Azkaban a little tragedy happened When we got to The kiss of the dementor chapter just hearing the title my daughter 6 years old was so upset by what it might happen that she required that I read that chapter alone and just then telling her what was going on by omitting the scary details Apart from this hiccup the reading was neat and clean It is evident that the playful and carefree tones of the first two adventures give way to dark colors After all harry is growing up and its way of seeing things is supposed to change as well Rowling takes us in the maturation process of the most famous little wizard of the world using the same plot device of the previous volumes the teachings of Headmaster Dumbledore the clashes with Malfoy the bickering with Hermione the conflicts with Professor Snape I do not know if in the near future I will continue to read to my daughter the Harry Potter saga or if I will wait she grows enough to read it alone to avoid upsetting her again Never mind I will go on because now it is not possible for me to stop reading with the pleasant awareness that there is no healthier addiction of this one Get high yourself too Vote 10 La fuga di Sirius Black dalla prigione di Azkaban sulla bocca di tutti i maghi Nemmeno i temuti guardiani del carcere i Dissennatori sono riusciti a tenere in gabbia il malvagio stregone che si dice voglia riunirsi al suo padrone Voldemort Per farlo per dovr prima eliminare Harry Potter l unico che fino ad ora stato in grado di tenere testa a Voldemort Nel frattempo alla scuola di magia e stregoneria di Hogwarts sta per cominciare il nuovo anno scolastico ed Harry Ron ed Hermione faranno la conoscenza di due nuovi professori Rispetto ai due precedenti il terzo volume della serie quello pi ricco di colpi di scena e di conseguenza quello con il ritmo pi serrato Sto leggendo la saga di Harry Potter a mia figlia quando la sera va a letto ed in questo Harry Potter e il Prigioniero di Azkaban successa una piccola tragedia Arrivati al capitolo il bacio del dissennatore al solo sentire il titolo mia figlia 6 anni rimasta cos turbata da quello che sarebbe potuto accadere che ha preteso che lo leggessi io da solo e che le raccontassi quello che succedeva omettendo i particolari spaventosi A parte questo intoppo la lettura continuata liscia E evidente che i toni giocosi e spensierati delle prime due avventure lasciano il posto a sfumature a tratti cupe e goticheggianti D altronde Harry sta crescendo e si suppone che cambi anche il suo modo di vedere le cose La Rowling ci accompagna nel processo di maturazione del maghetto pi famoso del mondo utilizzando gli stessi espedienti narrativi usati negli altri volumi gli insegnamenti di Silente gli scontri con Malfoy i battibecchi con Hermione i conflitti con Piton Non so se nell immediato futuro continuer a leggere a mia figlia la saga di Harry Potter o se aspetter che cresca abbastanza da essere in grado di leggerseli da sola per evitare adesso di turbarla Non importa Io andr avanti perch per me non pi possibile fermarmi con la piacevole consapevolezza che non esiste dipendenza pi salutare di questa Drogatevi anche voi Voto 10 more"
"17","Harry Potter and the Prisoner of Azkaban"," Oct 24 2011"," Saniya","it was amazing"," Of-course this book was EPIC D Its Harry Potter now It has to be epic Rolling eyes but smiling widely xD"
"18","Harry Potter and the Prisoner of Azkaban"," Apr 06 2014"," Bookdragon Sean","it was amazing"," This is my favourite book in the Harry Potter series It marks a distinct change in tone and a maturation of the writing As the characters grew older the challenges they faced became more dark and intense The plot became murkier especially in regard to Sirius and his involvement or lack thereof in the murders of Potter s parents It all just got so much better I think this is a large part of Rowling s success She could have fell into a trap and continuously wrote books like the first two but instead she moved her story forward and let it grow And her readers rejoice This is also the first time the real threat to Harry is realised Sure we ve seen Voldemort on the back of Professor Quirrel s head and we saw an early Tom Riddle in the form of Horcorux diary type thing but the dementors were an entirely different level of danger The entire story felt less comic and less feel-good for the first time it seemed like Harry Potter could actually die if he didn t find his courage and repel them with his power He owed much to Lupin here a character who becomes slightly overlooked as the series progresses but a hugely pivotal one in the development of Harry And for me that s why this one is the best because eit is the one where Harry truly found his confidence more"
"19","Harry Potter and the Prisoner of Azkaban"," Jan 06 2018"," James Lafayette Tivendale","really liked it"," That was awesome I really should have read this about ten years ago when all the cool kids did I m enjoying this series so much and it s great I have no idea what happens next No spoilers please x"
"20","Harry Potter and the Prisoner of Azkaban"," Oct 01 2015"," Mikee Andrea ReadWithMikee","really liked it"," OKAY This book was fantastic I can t get over how everything just fell into place perfectly Prisoner of Azkaban is my favorite of the series so far which is actually a surprise since Harry Potter and the Prisoner of Azkaban was my least favorite movie growing up But reading and watching the movie truly is a different experience Even though I ve seen the movies repeatedly year after year I was still on my toes while I was turning the pages of my book It was like I was seeing all of this for the first time I ve really developed a deeper love respect and understanding for this series and the Wizarding world I especially loved the fact that we actually got to learn about Remus Lupin and his backstory as a werewolf I never would ve learned any of this if I never decided to pick up these books This series just gets better and better and darker and darker I can slowly see how Harry Potter is moving away from middle grade and into young adult I m really looking forward to how that shift becomes more prominent in the later books Now next up is Harry Potter and the Goblet of Fire which is my favorite movie of the series growing up Let s see how this one will go more"
"21","Harry Potter and the Prisoner of Azkaban"," Nov 02 2012"," Mohammed Arabey","it was amazing"," - - 3 more"
"22","Harry Potter and the Prisoner of Azkaban"," Feb 21 2016"," Brina","it was amazing"," Harry Potter for me is like warm apple pie and vanilla ice cream It is the ultimate comfort read This must have been at least the 10th time I ve read it but I have lost track The theme I can take out of this particular book especially after reading it all these times is hope Harry largely naive for most of the first three books meets Sirius for the first time and his world changes For ever so briefly he thinks he can leave the Dursleys for good and live entirely in the wizarding world Of course we know what happens next The last 100 pages of this book for me are my favorite 100 pages of the series aside maybe from the end of Deathly Hallows especially because in my opinion I feel the movie most closely resembles the book This is usually the time of year when I reread the septology and I am looking forward to feeling magical again as though it s my first time reading these books Like that slice of warm apple pie I am comforted knowing that for a few hours I can enter Harry s world more"
"23","Harry Potter and the Prisoner of Azkaban"," Feb 06 2018"," Beth","it was amazing"," Happiness can be found even in the darkest of times if one only remembers to turn on the light Third buddy read with my OTPMy god this was gooooooooooood Up until now I ve definitely enjoyed the books but this had a darker side to the story which I really really enjoyed I loved the fact that we got SO much more in this book We find out more about James Potter along with Lupin Serius and Peter while at the school and the Marauder s Map GIRL I LOVE IT We get to see lots of magical aspects in this book and learning about the Patronous then well see Harry Ron and Hermione grow as characters We see mini breakdowns with Hermione but I think it made her so likeable and human The boggart and exams I have serious serious love for Lupin His whole back story literally had me sold He is by far the best Defence Against the Dark Arts teacher I need more Lupin and Serius PLEASE What I liked - The books fighting with each other in the cages I mean how much more mythical do you need - I m sorry but this book made me realise how much of a crazy cat lady I am Crookshanks is by far my favourite animal How smart And the bouncing around together stealing certain things screaming- I think things were so well put together and placed it had me living - Draco dressing up as a Dementor for the Quidditch I can t it s making me laugh just thinking about it again - In fact Quidditch in general It was so well done and built up it had me on edge thinking what s going to happen It was built up so well and the descriptions used made me feel like I was there watching it play out not only that but top commentary -I ve been moaning that the end section seems to happen so quickly but this FINALLY I got what I wanted - Hagrid has my heart What I didn t like - You know I m not really a fan of Snape I just don t understand why he acts like he does to Harry for something that James did Overall well hmmm bring on Harry Potter and the Goblet of Fire Philosopher s Stone 4 5 StarsChamber of Secrets - 4 StarsPrisoner of Azkaban - 5 StarsGoblet of Fire - 4 5 StarsOrder of the Phoenix - 4 5 Stars more"
"24","Harry Potter and the Prisoner of Azkaban"," Mar 16 2011"," Kiki","it was amazing"," Literally one of the best books I ve ever read I was chained to it for two days I cried and laughed and yelled SHIT when all of the action went down I m such a peasant for judging this series before I had read it I read the first two and half of this one when I was about 10 before reading was cool before I had the attention span that reading requires I know these are kids books but I was a particularly distracted child I did not know Mother Rowling Forgive my sin and all the times when I said I don t think Harry Potter is really my thing Please This book was incredible and this series is a classic more than any Dickens or Middle Earth or Narnia shit has any right to be This series isn t up it s own ass it s so accessible and readable and meaningful God damn me How could I have been so blind Forgive me because this book changed the game This book deserves 7 stars and I m getting the cover art from my edition tattooed on my thigh I m such a fucking fan more"
"25","Harry Potter and the Prisoner of Azkaban"," Dec 10 2015"," Delee","it was amazing"," Buddy-read with two of my Great Escape gal pals- Stepheny and Ivonne Be on the look out for Stepheny Potthead aka The Book Pusher aka Quick Draw Stepheny aka The Nutty Professor Last seen running along side the Knight Bus with Harry Potter s invisible cloak Also Suspected in the kidnapping of fellow Goodreader Jeff and best-selling author Stephen King Blonde Hair big green doll eyes has a frightening maniacal cackle and a tendency to whine when she doesn t get her way LOUDLY Considered armed and dangerous- approach with caution and Nerds- she likes Nerds Now back to our regularly scheduled review I don t listen to a lot of audio-books I prefer to read but I was kind of falling behind in my reading commitments and I had put Ms Stepheny off again and again for this buddy-read soooooo many times- I couldn t do it again to her she pouts and she gets all mopey and it is JUST heartbreaking I am so happy I listened to this one- Stephen Fry was just perfect Perfect and HARRY POTTER AND THE PRISONER OF AZKABAN was just the thing to put me in the Christmas Spirit It s Harry s least favorite time of year- school break spent with the Dursleys and this visit isn t going well First News that Sirius Black has escaped from Azkaban- Second An unfortunate accident involving mean Aunt Marge Harry decides not to stick around- and catches the Knight Bus to Diagon Alley- where instead of getting in trouble for using magic away from Hogwarts he gets invited to stay until school begins by Cornelius Fudge-the Minister for Magic The night before he is expected to leave- Harry is warned that Sirius may have escaped with murder in mind- and HE may be the target This is my favorite of the series so far I loved that it was still light and fun but that the darkness is slooooooooowly creeping in I loved that a lot of it took place during the Christmas Holidays I really liked the addition of the Dementors spoooooky and I adored Buckbeak As for the whereabouts of Stepheny I can almost guarantee she is up to no good more"
"26","Harry Potter and the Prisoner of Azkaban"," Feb 23 2016"," James Trevino","it was amazing"," Harry Potter and the Prisoner of Azkaban or how J K Rowling decided that Harry s life was way too easy - narrated by James text by James jokes by James or not It is said that one year said Harry Potter woke up with an unpleasing relative on his head And being the angsty preteen that he was he blew her up Of course actions have consequences ladies and gentlemen So Harry was forced to leave the shelter of his humble abode Just when he thought he was now alone in the wild he raised his wand like he did countless times before but let s just pretend that we don t see that and a magic automobile appeared and carried him in Wonderland But Wonderl I mean Hogwarts was changed Great perils lurked outside the ancient walls A terror from the darkened past And then Harry perceived that the time of his merry snake-fighting childhood had come to and end For the new enemy was a legendary killer a follower of the Noseless-One Imprisoned he was in terrible Azkaban and guarded by frightening soul-sucking motherf ckers But courageously Harry continued his journey clashing with blond-bleached enemies standing against the tyranny of the one with slimy hair and falling off his broom like he does every year for some reason And thus the scene is set for the inevitable no-one-could-have-seen-that-coming-but-we-totally-did plot twist And then well and then Harry reveals on of his biggest secrets He reveals his Gallifrey ancestry his Time Lord powers And in his mini TARDIS he leaves to save the world How will it end Will Harry save the world Will the soul-sucking motherf kers win Will Snape wash his hair Find out by tuning in next time for James Extraordinary Stories more"
"27","Harry Potter and the Prisoner of Azkaban"," Aug 15 2017"," maymay","really liked it"," Full review posted Wow did this book do better than the previous book on MULTIPLE levels s I feel like this is the book where the series begins to mature and im so here for it The first half was similar to the other books and was really losing my attention but the second half picked up so much and I was honestly giving up valuable sleep time to keep up with the book- The characters honestly are everything- The characters in this book are so COMPLEX I LOVE IT- Lupin is the best human being in this entire book someone give him a hug- Great teacher great human- I really hope he gets more appearances in the coming books- SIRUIS BLACK- Again another COMPLEX character- Love the backstory love his character- I NEED MORE SIRUIS IN THE COMING BOOKS PLEASE PLEASEPEASEPLEASE AND NO ONE HURT HIM PLEASEPLEASEPLEASEPLEASE- Harry is still meh don t get your hopes up too high- He s growing but im not v interested in him bye - Hermoine is my favourite from the squad much better than the other two- THE WEASLEYS- You re lying if you don t want Mr and Mrs Weasley to adopt you- Where can I sign the contract - SO MUCH ACTION IN THE SECOND HALF- Hagrid sweet Hagrid - Malfoy can go byebye no one cares about your tantrums - I WANNA MEET THIS VOLDEMORT GUY- CAN WE GET HIM ON SET- More lily and james too plz- Need that backstory - This book was just genuinely v entertaining and v action-packed - Im actually interested in the next book s I solemnly swear that I am up to no good 3 5 stars oh would you lookie here its the 15th of the month that means its HP time all responsibility goes to these poops for ruining my life with their insistent forcing of HP on my soul not nice more"
