"","book","date","reviewer","rating","review"
"48","Harry Potter and the Half Blood Prince"," Jun 29 2012"," Amy shoutame","it was amazing"," Pleasantly surprised by this re-read I ve always considered HP and the Half Blood Prince to be one of my least favourites of the series - but this time I had a completely different experience I had forgotten how much of Voldemort s past Dumbledore and Harry go into which is missed out in the film and found that to be the most engaging part of the story Brilliant A real hit of nostalgia Hermione was also rocking it - she is by far my favourite out of the main three characters I don t think she gets enough credit for how awesome she is more"
"49","Harry Potter and the Half Blood Prince"," Jan 24 2017"," Iryna Book and Sword","really liked it"," Here are just some of my thoughts about the book - I liked it better when it was Luna who found Harry in the train compartment probably only one of very few things I liked better in the movie than in the book I just think Luna deserved more page space than she got in this book - Where was Slughorn when everybody else was fighting the death eaters - I read reviews that said that Dumbledore should have just poured the poison on the ground instead of drinking it but judging by it I think it would have just refilled itself However that is my speculation and it would have been nicer to see it have actually said something about that in the book to close that loop-hole - I adored Fleur s reaction to Bill s injuries It was amazing and brought tears to my eyes To see that she was actually scared that he might not love her after this but never waiving in her love for him - I am sure this has been said million times but book s Ginny is simply fantastic Ginny grew up with Fred and George so of course she turned out to be brave daring and fiery I only wish the movie could have displayed it properly She adds a nice touch and it is only proper to give Harry who is a teenager a love interest Otherwise it would have been unrealistic really for almost all of us meet our first love in school - I was getting really bored of them doing their homework getting to classes doing homework walking to classes thinking of classes You get the drill I just feel like if I was Harry and I knew that the fate of my friend s and the world in whole is basically in my hands I wouldn t worry so much about doing homework No normal teenager would Draco actually was the only one who was acting sensible in this case saying that O W L s and N E W T s won t matter anymore - It was hard to see Ron being a bully and a prat but I think his behavior was completely normal for a teenager who have never been kissed and just got bullied by his little sister about it I think Rowling portrayed raging teenager emotions very well in these last two books - As sad as it was I appreciated Harry panicking at the lake and losing his head It showed him as a regular and ordinary person once more to prove a point that we all make mistakes and that nobody is a super hero My WEBSITEMy INSTAGRAMMy WORDPRESS BLOG more"
"50","Harry Potter and the Half Blood Prince"," Jun 08 2017"," Ahmed Ejaz","it was amazing"," Read at your own risk This book is the most crucial one in the entire series of HP Mostly it deals with the past of Voldemort Questions like how s and why s were answered in an amazing way But I felt sad on Dumbledore s death He saved Harry at every moment He was such a nice character I was thinking that Voldemort would kill him but it was Snape A bit shocking for me I didn t see his death coming Even though I knew he would die somewhere in the series Because my brother had spoiled this fact last year when he was watching its movies The year after I read this fact and I couldn t be able to forget it This book made me little emotional That s all I can say more"
"51","Harry Potter and the Half Blood Prince"," Jan 19 2015"," Elesia","it was amazing"," I am a mess after that ending holy mother"
"52","Harry Potter and the Half Blood Prince"," Oct 12 2015"," Lilia","it was amazing"," I m so sad"
"53","Harry Potter and the Half Blood Prince"," Nov 29 2008"," Jason Koivu","really liked it"," This is when Rowling really focused on the finish No more f-ing around This woman had a job to do In a way I was glad the sports championships tournaments and other silly asides were done with On the other hand the story became singleminded in scope As readers we were no longer inhabiting the world of Harry Potter we were now on a quest As much as I ve complained about those silly asides I realized after finishing this book and especially after the next one that I missed them Diversions done well are a nice relief and can add so much depth to story and character If there is something to be said about the story and character of Harry Potter it s that our boy is all growed up Book 6 is a far cry from 1 A big and important step is taken in the The Half-Blood Prince Rowling shows she is not afraid to kill off her most precious babies Some would say the series had to end at some point and that the killings were not so bold Ah but many a publishing and movie executive would disagree and cry out Why Why kill the cash cow Well she did Finally Rowling did kill it She brought this whole satisfying series to an end and this is its beginning more"
"54","Harry Potter and the Half Blood Prince"," Jun 20 2011"," RavenclawReadingRoom","it was amazing"," Trigger warnings Child abuse bullying slavery death blood torture fire 19 10 2017What I said about Snape last time stands He Is The Worst That pretty much sums up my thoughts at the moment 21 12 2016God I hate Snape He really is the worst teacher on the planet I want you to perform a non-verbal spell which you ve never done before and I m going to give you no instructions about how to do that Go Points will be deducted from every house that isn t Slytherin just because I m a vindictive asshat 29 12 2015Alternate title Harry Potter and the Year Shit Got Real We get so much backstory on Voldemort here but it s also a year of Harry dealing with incredibly adult concepts and events He s not only freaking out about school and fighting Voldemort he s dealing with disappointing his teachers and having feelings for Ginny and his best friends CLEARLY having feelings for each other but not being prepared to act on them yet So he s trapped in a series of incredibly awkward situations while also learning about magic that s way above his current level of understanding And basically I just want to hug all of the characters Except Snape He can go die in a fire 23 6 2014Like I said last time around this is the book where Ginny comes into her own It s also a book that s a lot more about Malfoy than it is about Harry I mean obviously it s told from Harry s perspective so it s still his story But on rereads it becomes apparent that Draco is on Struggle Street for the duration of this book He s shoved into a situation he doesn t want to be in he s pale and not sleeping he s ignored by his teachers and constantly reprimanded by his head of house and he has to resort to Moaning Myrtle for sympathy In comparison Harry s year is a walk in the park ANYWAY As is always the case I found new things this time around but this time the new thing was rather profound Have you any idea how much tyrants fear the people they oppress All of them realise that one day amongst their many victims there is sure to be one who rises against them and strikes back Voldemort is no different Dumbledore to Harry p 477 Excuse me while I go and think serious thoughts 2 1 2013I love this book Like so much The ending kills me EVERY SINGLE TIME There s so much backstory so much explanation of WHY Voldemort is the way he is I must confess I DO love Deathly Hallows just that little bit more but I think that s because of the sense of closure we get This however is the book that makes me wish Ginny had been more prevalent in Prisoner of Azkaban Goblet of Fire and Order of the Phoenix Because Ginny is freaking AWESOME She s a total badass and it sucks that her character spends so much of the series languishing in the background because Harry s too much of a dipshit to notice that she s there I can understand why some people don t like it - there s a lot of detail and all the action is crammed into the last fifty or so pages But at the end of the day this book serves as a set up to the big finale in Deathly Hallows And it does so admirably more"
"55","Harry Potter and the Half Blood Prince"," May 29 2007"," Sammy","it was amazing"," Okay how am I really supposed to review this book The thing is I m obsessed with Harry Potter no way around it I ve been obsessed and more than likely will always be obsessed So I can t really step back and give a biased review on this book but I will give a review nonetheless This book did not let me down Just like Order of the Phoenix I read it within 24 hours Every single chapter sentence word grabbed at me By this point in the series I m seriously invested in the characters and the events going on around them and Rowling has not done anything to them to upset me too much Well there is something that happens to one of my favorite characters at the end of the book but I m not going to spoil it because there are actually still people out there who have yet to read the book The thing that is amazing about Rowling is that as Harry grows her writing seems to grow as well If you look back at the first book and compare it to the sixth book the first book seems so childish young easy and simple while the sixth book is the exact opposite It also makes the books a lot more accessible to readers of all ages Kids can start reading them on their own or with their parents and adults can read them and reassure themselvest that they re not reading a kids book There s so much I want to say about this book and this series but I can t without giving too much away If you haven t read the series you will be very lost if you start with this book so start at the beginning If you have read the series but haven t read this one yet get it now and read it It will not disappoint you at all Once again Rowling has out done herself Now we just wait for the seventh book more"
"56","Harry Potter and the Half Blood Prince"," Sep 11 2007"," lamarcus brown","really liked it"," ok I admit it I m a grown man debatable and I like Harry potter However I was like any other Mr Macho in the beginning thinking Harry potter Books are for children and maybe women It started off innocently enough my wife and daughter were reading the books they really enjoyed them so I bought the first movie for my daughter when it came out then the second third and fourth movies And I enjoyed them but I still hadn t plunged to the humiliating level of actually reading the books Until that day the day my daughter wanted to go swimming and I didn t Feeling mightily compassionate and a little self sacrificing I grabbed the only book lying around at the time and sat at the side of the pool reading while my little princess played Dolphin All that is unrelated to the Book of course but it s the best I could do to express how good this book was You see I avoided Harry potter avoided the books wrote the subject off as below me Maybe it was fate or perhaps just a little luck whatever the case may be I picked up a book I wasn t interested in and instead of a distraction while waiting for my daughter to become one with the dolphins I was sucked in like spilled ink into Hermione s wand and engrossed with a wonderful story written by a brilliant author I ve since read book 6 and started on 7 this series is good and it doesn t matter if you re too cool for magic or too manly for stories about children you WILL enjoy this book Don t believe me Pick one up and read 4 chapters and then see if you can put it down and forget about it Go ahead fellas flame away flame away more"
"57","Harry Potter and the Half Blood Prince"," Dec 28 2014"," Maureen","it was amazing"," Reread in December 2014 for HarryXmasToYouI loved rereading this book I always forget how different it is from the movie SO GOOOOOOD"
"58","Harry Potter and the Half Blood Prince"," Feb 20 2012"," Theresa","it was amazing"," I cry every time"
"59","Harry Potter and the Half Blood Prince"," Jan 03 2015"," Carol Rodr guez","it was amazing"," Relectura 29 07 2016Este es uno de los libros de la saga HP que m s me emociona m s me gusta y m s acaba rompiendo mi coraz n Y eso que ya s qu va a pasar O igual es por eso Por eso y por lo que viene ahora en el pico desenlace Nunca nunca nunca dejar de asombrarme la forma que tiene Rowling de enlazarlo todo jam s me cansar de revivir estas m gicas aventuras aunque a veces sean dolorosas As que aqu estoy diez a os despu s de la primera vez en una de mis infinitas relecturas y sorprendi ndome a m misma porque todav a lloro con este libro Este libro es el golpe de realidad y oscuridad definitivo de la saga Ya hubo algo de eso en el anterior tomo de hecho tambi n hubo llantos y lamentaciones pero en esta sexta entrega el giro es m s oscuro todav a muere un personaje de los gordos de los m s queridos y admirados y te das cuenta que cualquier cosa horrible puede suceder ya en esta saga que nadie est a salvo se abre la ventana al fascinante concepto del Horrocrux Hogwarts se encuentra en peligro real por primera vez y los protagonistas ya no son ni os impresionados porque pueden hacer volar una pluma mediante magia son pr cticamente adultos endurecidos a base de peligros y golpes obligados a coger las riendas de una situaci n que tal vez les lleve a la muerte Pero no me adelanto todav a queda una aventura la definitiva more"
"60","Harry Potter and the Half Blood Prince"," Nov 15 2015"," Karen","it was amazing"," Just finished my reread of this and I m trying to type through the tears in my eyes This book is my favorite of the series I think I ll know for sure once I finish my reread of The Deathly Hollows which has already been pulled from my bookshelves and is sitting on my bed ready to go Part of me is not ready to start the last book because once I finish it ll be over I ve quite enjoyed immersing myself back into this Hogwarts world and won t know what to do with myself after I finish"
"61","Harry Potter and the Half Blood Prince"," Jan 27 2018"," MaryJane","it was amazing"," Half Blood Prince has always been my favorite book in the series I just love everything about it It s the perfect balance of fun and serious of plot and character drama and of filler and plot development It s just so well balanced and I love it To keep with tradition of my HP reviews since there isn t much I can say about this series that hasn t already been said I will now list everything I loved and appreciated while rereading this - Slug Club - Fleur and Bill Ugh my heart - GINNY - GINNY AND HARRY A DREAM COME TRUE EVERY TIME - The scene where Ginny says Ron has a pygmy puff tattoo lmao my fave - All the hints of Hermione and Ron having feelings for each other like yes pls hurry up and kiss already - I love the flashbacks to young tom s life I always forget how detailed they are and how much we really learn since the movie skips so much of it- Learning about horcruxes finally so important to the series and it finally answers so many questions Idk this book is just the perfect amount of serious and fun before everything explodes in the next book It s everything my HP loving and shipping heart needs Plus it sets the serious tone for the rest of the series it s emotional and exciting and everything I need it to be I love it I love this book I love this series I love it all Okay bye more"
"62","Harry Potter and the Half Blood Prince"," Aug 23 2016"," Sonia","it was amazing"," Dado que Goodreads ha borrado mi rese a de este mi libro favorito de la saga y aunque ha pasado un a o desde que lo le me pareci importante intentar recordar lo que ese d a puse por escrito sobre lo que pensaba y sent a acerca de este libro y hacerlo de nuevo aunque probablemente me quede corta en comparaci n con el d a que ten a esta lectura m s fresca Sin embargo no siento que haya pasado demasiado tiempo En este punto de la saga ya todo el mundo se da cuenta de lo elaborado de esta historia De todas las tramas que se unifican y de todos los trasfondos que constituyen a los personajes para hacerlos tan reales como sea posible Aqu todo m s oscuro y dif cil nos sumerge la autora en dif ciles explicaciones sobre el desenlace que podr a tener esta secuencia de acontecimientos y el destino de cada uno de los que forman parte de ellos Est demasiado bien trazado y hace que nos importe No queda nada por fuera todo est tan bien atado que la cadena de historias parece convertirse en un c rculo con el que uno termina familiariz ndose Al final todo se conecta En este tomo las cosas han cambiado mucho Harry regresa a Hogwarts pero la situaci n no es la misma Aqu se profundiza much simo m s en muchos aspectos y se esclarecen algunas circunstancias en las que la seguridad de los personajes se ve amenazada y creo que por tal raz n salen a relucir muchas cosas que antes no ve amos Surgen situaciones bastante cotidianas aun en medio del caos y es divertido ver c mo se alternan estos episodios tan comunes con los momentos m s serios La rutina no se detiene y es precisamente en medio de la vida estudiantil en la que Harry descubre un elemento esencial y de mucha importancia en la historia y aunque al principio solo le da un toque emocionante e interesante a los d as de Harry como alumno al final se vuelve pr cticamente el centro de todo y es donde se hallan algunas explicaciones El final fue un choque en definitiva Hubo partes muy dif ciles y muy tristes pero nunca dej de ser esa emocionante monta a rusa que nos conduc a por los rincones m s insospechados y misteriosos de ese mundo que uno se podr a imaginar Hubo tambi n mucha alegr a en compensaci n por los malos ratos y eso no es algo que pase yo por alto Es un libro que inevitablemente causa mucha impresi n Sucedieron much simas cosas y tan de prisa A veces ni siquiera daba tiempo de reaccionar porque se suced an los acontecimientos de una forma vertiginosa Parte de ellos muy tristes Muy dolorosos Los personajesQu encantadores Por Dios qu encantadores No solo aquellos que hicieron cosas buenas todo el tiempo porque ese es el punto fueron tan reales que todos absolutamente todos cometieron errores terribles alguna vez o tuvieron pensamientos errados incluso sobre personas a las que quer an Hubo tanto de una cosa y de otra tanto de la vida cotidiana de estudiantes y tambi n de personas poco comunes que se enfrentaron con una oscuridad pensada invencible y al final pudieron sostenerse entre estos dos mundos de normalidad y oscuridad con un equilibrio admirable Y creo que fue todo por la compa a que ten an Porque se ten an los unos a los otros Hubo esa t pica envidia y esos celos comunes entre compa eros inseparables disputas tontas entre amigos de verdad competitividad peleas celebraciones cuestiones adolescentes y eso me caus una profunda calidez al leer este libro Me gust porque a fin de cuentas las personas no son cobardes o valientes sino que pueden tener momentos de ambas dependiendo de la situaci n en la que se encuentren y de lo mucho que a ellos les importe Me gust porque ten a a estas dos chicas tan diferentes pero al final tan valientes Ginny y Hermione y que hicieron de la lectura algo ameno y que disfrut mucho leer Mis favoritas Tan inteligentes con la dosis justa de independencia pero tambi n de la vulnerabilidad que las hace chicas Me gust porque se ten an Sobre todo por esa unidad inquebrantable incorruptible Eso hizo de este libro mi favorito de la saga Pese a las p rdidas los errores las malas decisiones se ten an y eso nunca cambi aunque les pusieran el mundo al rev s Aunque les sacudieran desde los cimientos se ten an No llegu a odiar a nadie Todos se mostraron tan humanos en cierto momento Hasta los que hac an las peores cosas estaban llenos de fragilidad y ten an esa esencia de personas con una debilidad en espec fico que les conduc a a actuar de tal o cual forma Aunque muchas de sus acciones no eran justificables tampoco carec an de fundamento Todas ellas con un origen una ra z buena o mala Ah estaba Con una historia Injustas a veces pero muy fundamentadas En este espacio hace un a o habl de lo mucho que me hab a resistido a leer esta saga Aqu hace un a o habl de la de veces que me hab an insistido hasta que finalmente ced y hasta ahora no me arrepiento porque he aprendido sobre una gran escritora De las cualidades tan marcadas que el mundo en general tiene y no deber a o de las que s y de las que no tiene pero deber a desear adquirir Mis respetos a Rowling more"
"63","Harry Potter and the Half Blood Prince"," Feb 02 2014"," Jonathan Janz","it was amazing"," Here s the thing about the Harry Potter books They re awesome Deep huh Well deep or shallow it s the truth I waited a long time to read the Harry Potter books because I wanted to experience them with my own children My son 8 and I just finished the sixth book my first daughter 6 and I are working on the first and my youngest child 3 is content to commandeer her siblings wands and run around shrieking I have a Harry Potter stick In other words we all enjoy it I could write a great deal about Harry Potter and the Half-Blood Prince but it s a tough book to write about without giving things away And though I loved this novel for many reasons I find it quite difficult to separate it from the other tales This I think speaks to J K Rowling s ability to connect the stories in a such a way that they each have their own identity while still continuing to trace a gigantic glowing arc through the sky along which the reader is able to ride from the first book to the seventh So before I tell you a few things I loved about the novel please know that there might be spoilers below Not huge spoilers mind you but I m always afraid of letting something slip So be forewarned Don t read on if you haven t read this book yet And if you haven t read the book why are you reading a review of it by a writer whose skills don t yet approach J K Rowling s Seriously Get off the danged Internet and read this amazing series Some delights and terrors and sorrows 1 Fenrir Greyback Bet that surprised you a little I know that this character played a relatively minor role but on the page he was a scene-stealer a flesh-chewer and a perfect foil for one of my favorite character Remus Lupin An aside About a year before I began reading the series my Creative Writing class was discussing characterization The kids began talking about the Harry Potter books One remarked that the supporting characters were as interesting as the leads which led another student to bring up Remus Lupin She was halfway through her cataloging of his merits as a character when she stopped and looked up at me as if seeing me anew She then said Mr Insert real name here You sort of remind me of Lupin When I later found out he was a werewolf I was a little bit shocked and secretly pleased But when I really got to know the character I found the remark incredibly gratifying Back to Fenrir Greyback with whom I hope I have nothing in common What made Greyback so incredibly interesting to me was not only the sheer ferocity of his behavior but the diabolical simplicity of his motives If the Harry Potter books were likened to Lord of the Flies and Voldemort s ambition were compared with Jack s the leader of the hunters then Greyback would be Roger the sadist This powderkeg of a character lives only to rend flesh and to guzzle the steaming lifeblood of his victims Greyback doesn t want to rule the world he simply wants to terrorize it I don t know what kind of a role he plays in the seventh book if any but his unreasoning brutality added just the right note of menace to a book that largely---and sensitively---focused on the romantic relationships of its teenagers 2 Fleur s Surprising Reaction I admit to falling prey to a stupid prejudice here and I feel awful about it But I wrongly assumed Fleur Delacour was a pretty face without a soul In Harry Potter and the Goblet of Fire she was the object of many male desires Ron s particularly and though she was skilled at wizardry she wasn t an especially affecting character She did seem affected however and when she showed up again in Book Six I like Mrs Weasley rolled my eyes and dismissed her as a fluttery vapid future supermodel How wrong I was One mark of a great writer I think is the ability to surprise the reader without cheating That s J K Rowling When something terrible befell Fleur s fiance I was all set to mentally berate her for her superficiality But rather than making a caricature out of Fleur---as I fear I unknowingly did---Rowling transformed her and made her deeply endearing with a couple elegant lines of dialogue And I loved that So here s to continual reminders to not judge people by appearances or even their seeming personalities People can still surprise us and we need to give them the opportunity to do so takes a deep breath And lastly 3 Dumbledore If you ve read this far you ve only been assailed by minor spoilers I don t want to spoil this plot twist but I don t know how to talk about it without spoiling it And the fact is I don t want to talk about it Rarely has a fictional character so resonated with me the way Albus Dumbledore has In the first book he was wise eccentric and a constant source of comfort As the series has developed he has persisted in exhibiting those traits but he has also grown more than most might think He has revealed a penchant for trusting others too much He has admitted how fallible he is how prone to mistakes He has been injured accused of wrongdoing and generally fed through a physical and emotional woodchipper And he has come through it all with an open caring heart and an enormous capacity for love One passage in particular I think summarizes this amazing character for me In a scene that chronicles how Tom Riddle became Lord Voldemort Dumbledore attempts to gird Harry s resolve and confidence in the inevitable battle with his nemesis Yes you have said Dumbledore firmly You have a power that Voldemort has never had You can--- I know said Harry impatiently I can love It was only with difficult that he stopped himself adding Big deal Yes Harry you can love said Dumbledore who looked as though he knew perfectly well what Harry had just refrained from saying Which given everything that has happened to you is a great and remarkable thing You are still too young to understand how unusual you are Harry So when the prophecy says that I ll have power the Dark Lord knows not it just means---love asked Harry feeling a little let down Yes---just love said Dumbledore The above passage will strike some as too direct too naive or worst of all too emotional It struck me as incredibly beautiful There are all sorts of belief systems in the world and no two people are exactly alike in their beliefs But what Dumbledore says here is something that were it adopted by more people would alter our world for the better Harry for all his flaws usually acts with good intentions He befriends Luna Lovegood another one of my favorite characters in all of fiction gives of himself to others and is willing to suffer so that others won t have to experience the same pain In other words Harry loves And so can Dumbledore Which is why this book was so memorable wonderful and painful to me I m going to go now My wife is making a delicious supper My son and first daughter are ready to wrestle And my three-year-old is racing around the house casting spells on the furniture with her Harry Potter stick And for that J K Rowling I thank you more"
"64","Harry Potter and the Half Blood Prince"," Feb 17 2014"," Norah Una Sumner","it was amazing"," And tears came before he could stop them boiling hot then instantly freezing on his face and what was the point in wiping them off Or pretending He let them fall What a fantastic ride I loved every single moment of it even though this is probably my least favourite in the series -all the twists the tears the smiles the kisses Also character development at it s best I seriously love Luna and Ginny in this one-phenomenal and unique characters I love how Hermione and Ron are making each other jealous instead of accepting their feelings I love the fact that Harry understands Draco and his actions I love how Fleur doesn t give a damn about Bill s looks I love how we re caught by surprise when we find out about Tonks and Lupin I love how Dumbledore feels safe when he s with Harry The list of what I love about this book is too long and too emotional so I m gonna stop here and just say that while I was reading this book I completely lost myself in the world of magic Favourite quotes Do you remember me telling you we are practicing non-verbal spells Potter Yes said Harry stiffly Yes sir There s no need to call me sir Professor The thing about growing up with Fred and George said Ginny thoughtfully is that you sort of start thinking anything s possible if you ve got enough nerve You d think people had better things to gossip about said Ginny as she sat on the common room floor leaning against Harry s legs and reading the Daily Prophet Three Dementor attacks in a week and all Romilda Vane does is ask me if it s true you ve got a Hippogriff tattooed across your chest Ron and Hermione both roared with laughter Harry ignored them What did you tell her I told her it s a Hungarian Horntail said Ginny turning a page of the newspaper idly Much more macho Thanks said Harry grinning And what did you tell her Ron s got A Pygmy Puff but I didn t say where He accused me of being Dumbledore s man through and through How very rude of him I told him I was Dumbledore will only leave from Hogwarts when there are none loyal to him Nobody s ever asked me to a party before as a friend Is that why you dyed your eyebrow for the party Should I do mine too This is Felix Felicis I suppose said Hermione anxiously holding up the bottle to the light You haven t got another little bottle full - I don t know - Essence of Insanity suggested Ron as Harry swung his cloak over his shoulders Oh very good interrupted Snape his lip curling Yes it is easy to see that nearly six years of magical education have not been wasted on you Potter Ghosts are transparent George I can t see anyone trying to bump off a quidditch team Fred Wood might ve done the Slytherins if he could ve got away with it This is the copy of Advanced Potion-Making that you purchased from Flourish and Blotts Yes said Harry firmly Then why asked Snape does it have the name Roonil Wazlib written inside the front cover Harry s heart missed a beat That s my nickname he said more"
"65","Harry Potter and the Half Blood Prince"," Feb 17 2015"," Elena","it was amazing"," It s funny how even though you know exactly what will happen who will die who will live you still find yourself laughing crying just feeling every emotion possible This is exactly what Harry Potter is capable of doing with you It s a special story and I can t wait to read the last one Even though I will probably be a big effin mess afterwards"
"66","Harry Potter and the Half Blood Prince"," Mar 01 2013"," Laura","it was amazing"," And I still cry every single time Probably my favorite of the lot You know if I had to decide If it was a matter of life and death"
"67","Harry Potter and the Half Blood Prince"," Mar 26 2014"," Laurie A Court of Books","it was amazing"," Be careful this review will hold information about Harry Potter and the Half-Blood Prince as well as Harry Potter and the Deathly Hallows Harry Potter and the Half-Blood Prince is the last one of Harry Potter s book I need to review My word Severus that I shall never reveal the best of you Dumbledore sighed looking down into Snape s ferocious anguished face If you insist I think that I waited that long before reviewing this book because it is the one I liked the less I loved it but not as much as the previous ones However in the light of recent events aka Alan Rickman s death I feel like I have enough inspiration for this review As you can guess it will be about Severus Snape it seems to make sense since he is the Half-Blood Prince after all First of all I have to say something really important I read HP 1 to 4 at least 15 times each HP 5 around 5 times and HP 6 and 7 twice each It means that I have around 67 reading of mean-Snape and 2 reading of have-been-nice-since-the-start-Snape That is why I can say that I will never LOVE his character as much as I love others No matter what That s being said I have to say that there is nothing purer and deeper than his love for Lily I am used to read about mutual love or even if that love isn t mutual at the end the guy finds someone else to love This is really the first time I read about an unconditional love which holds and stays no matter what It overcame being friend-zoned by Lily Lily s marriage to James Lily s having a baby with that same person and even Lily dying After all those years it is still Lily Moreover I guess that Slytherin s reputation is hard to get through Even though I seem to have many qualities that they would like Severus being one of their student and afterwards becoming their Head didn t help me liking his character But once again this book and the next one proved me wrong He is THE Half-Blood Prince Smart smarter than his school book a talented wizard strong in both magic and potions I mean he fought Voldemort as soon as he know that the love of his life was in danger he became a double agent for the Order of the Phoenix literally putting himself in great danger in order to protect her I have spied for you and lied for you put myself in mortal danger for you Everything was supposed to be to keep Lily Potter s son safe Now you tell me you have been raising him like a pig for slaughter There are a lot of things we get to witness through the books that made my opinion of Severus Snape growing for instance the frequent bullying of James Potter and Sirius Black saving Harry in the first book from falling from his broom killing Dumbledore on his own request He is faithful to his love to Lily and his vow to Dumbledore and faithfulness is an awesome quality to my opinion He is a solitary man with no friends and he is also capable to use sarcasms with great ability and I love sarcastic characters more"
"68","Harry Potter and the Half Blood Prince"," Nov 26 2014"," Danny Phanton","it was amazing"," Una vez m s lord Voldemort no entiende que hay cosas mucho m s terribles que el dolor f sico Qu puedo decir de este libro Simplemente maravilloso me encanta desde la primera pagina hasta la ltima mi favorito de la saga lo mejor conocer m s sobre Voldemort cada que pod amos conocer m s de l era m s y m s emocionante Me encanta el misterio y el fondo que hay en su historia y me encantar a conocer mucho m s de lord Voldemort Dumbledore s lo abandonar el colegio cuando no quede aqu nadie que le sea fiel Si no lo han le do corran y h ganlo Es simplemente una maravillosa saga more"
"69","Harry Potter and the Half Blood Prince"," Aug 10 2012"," Gerasimos","it was amazing"," Harry Potter changed my life If I hadn t read Harry Potter when I did I would not be the same person today What I am today in a part is due to Harry I cannot really say enough to make you understand how much Harry Potter means to me"
"70","Harry Potter and the Half Blood Prince"," Feb 21 2018"," Saga Nilsson Lind","it was amazing"," Well I m not even surprised this book was of course AMAZING But I expected nothing less There are of course some stuff in this book which was excluded from the movie like Dobby and Kreacher following spying on Malfoy or the fact that we got to know so much about Tom Mavalo Riddle Voldemort s past I was deeply moved by the chapter about Merope Gaunt and how she lured Voldermort s father into loving her I felt really sorry for her both Merop and Morfin her brother seemed to have some serious problems Morfin Gaunt was also a very interesting character he was clearly mad I always finds Madness interesting it s horrible though I like to know how mad people perceive our reality and he spoke parseltongue it s really weird that I wish I could speak parseltongue isn t it I love snakes so I just thought it would be kind of cool Tom Marvalo Riddle God he was a scary kid a real psychopath I wish Dumbledore would just have used a Time Turner to go back in time and kill the boy when he was defenseless Then The Half-Blood Prince Snape God I love him He is a bit sadistic at times and bullies Harry but I mean that is nothing compared to what James did to him when they went to school James stole the love of Snape s life and Harry looks just like James but with Lily s eyes Harry is basically a walking reminder of the hell Snape suffered through his Hogwarts time Snape had many flaws neither him nor James was innocent to their actions When I found out that it was Snape who had told Voldermort about the prophecy I was devastated but he didn t know that it referred to Lily s baby at the time and he regretted it more than anything I m also very interested to know more about Regulus Arcturus Black I saw this picture online and I really want to know more about Sirius brother Favorite quotes Do you remember me telling you we are practicing non-verbal spells Potter Yes said Harry stiffly Yes sir There s no need to call me sir Professor The words had escaped him before he knew what he was saying He accused me of being Dumbledore s man through and through How very rude of him I told him I was Dumbledore opened his mouth to speak and then closed it again Fawkes the phoenix let out a low soft musical cry To Harry s intense embarrassment he suddenly realized that Dumbledore s bright blue eyes looked rather watery and stared hastily at his own knee When Dumbledore spoke however his voice was quite steady I am very touched Harry An Unbreakable Vow said Ron looking stunned Nah he can t have Are you sure Yes I m sure said Harry Why what does it mean Well you can t break an Unbreakable Vow I d worked that much out for myself funnily enough Killing is not so easy as the innocent believe Yes it is easy to see that nearly six years of magical education have not been wasted on you Potter Ghosts are transparent This is your copy of Advanced Potion-Making is it Potter Yes said Harry still breathing hard You re quite sure of that are you Potter Yes said Harry with a touch more defiance This is the copy of Advanced Potion-Making that you purchased from Flourish and Blotts Yes said Harry firmly Then why asked Snape does it have the name Roonil Wazlib written inside the front cover Harry s heart missed a beat That s my nickname he said I would rather die than betray his trust That s not saying much seeing as you re already dead Ron observed Once again you show all the sensitivity of a blunt axe said Nearly Headless Nick in affronted tones Kill me then panted Harry who felt no fear at all but only rage and contempt Kill me like you killed him you coward- DON T- screamed Snape and his face was suddenly demented inhuman as though he was in as much pain as the yelping howling dog stuck in the house behind them- CALL ME A COWARD Sometimes you remind me a lot of James He called it my furry little problem in company Many people were under the impression that I owned a badly behaved rabbit Harry looked around there was Ginny running toward him she had a hard blazing look in her face as she threw her arms around him And without thinking without planning it without worrying about the fact that fifty people were watching Harry kissed her After several long moments or it might have been half an hour-or possibly several sunlit days- they broke apart MY new favorite spell more"
