"","book","date","reviewer","rating","review"
"11","Harry Potter and the Order of the Phoenix"," Jun 21 2014"," Kassidy","it was amazing"," SO many feels I really love this book The plot and world gets so complex and I m very happy to get answers and explanations at the end This one was a crazy scary and frustrating Umbridge ride but still so fun"
"12","Harry Potter and the Order of the Phoenix"," Jun 05 2017"," Emily Books with Emily Fox","it was amazing"," This book used to be my least favorite book of the series and after rereading it I can t understand why I loved it So many good things I had forgotten started here like the DA meetings I still absolutely hate Umbridge and I m out of my reading slump hopefully"
"13","Harry Potter and the Order of the Phoenix"," Oct 01 2015"," Mikee Andrea ReadWithMikee","really liked it"," Things we lose have a way of coming back to us in the end if not always in the way we expect Rating I feel like I m going to get attacked for only rating a Harry Potter book 3 75 stars but Harry Potter and the Order of the Phoenix is probably my LEAST favorite of the series thus far It went by so slow and I felt like too much went on but at the same time nothing really happened This book could ve easily been made at least 200 pages shorter if J K Rowling got rid of all the pointless details and chapters that added nothing significant to the storyline The movie was never really one of my favorites either and that was probably the primary reason it took me more than a month to get through Order of the Phoenix On top of that I wasn t a big fan of Harry in this book I understand that he went through a whole lot after the events of Goblet of Fire but he was moody and a jerk to everyone around him 98 of the time and although I can empathize with him it became too over the top for me and I got tired of it real fast He just kept snapping and going off on all the wrong people and it got really annoying All the constant CAPITALIZED yelling didn t help too much either Even though Order of the Phoenix was my least favorite movie and book I LOVED the concept of Dumbledore s Army I just loved seeing all the students in action and actually putting everything they learned into good use We finally get to meet Luna Lovegood one of my favorite Harry Potter characters of all time and I was so ecstatic every time her name was mentioned As for Umbridge she was also the ultimate villain in this book She was the woman you LOVED to HATE and I felt the movie nailed this portrayal so perfectly If J K Rowling s goal was to make you want to rip your own hair to shreds she succeeded that and more Overall I felt the book was unnecessarily long but the movie itself was not much better Where the book felt too slow the film adaptation felt too rushed leaving out key details Harry Potter and the Order of the Phoenix will probably always be my least favorite book and movie in the series but the worst Harry Potter book is still a whole league better than a lot of other books more"
"14","Harry Potter and the Order of the Phoenix"," Apr 29 2014"," Bookdragon Sean","it was amazing"," Despite this being the longest book in the series I read it quicker than all the others Here s three things I really loved about it 1 Harry and Sirius- they never had much time together but the time they did have really influenced Harry s development a few wise words from a sincere friend or godfather can go a real long way And this scene was perhaps the most powerfully written in the series for me we all know what happens next 2 Dumbledore s Army- Harry Ron and Hermione have always taken matters into their own hands they ve never waited for someone to come along and save them And here they have got so many great characters involved in their heroics which leads me onto my next point 3 Luna Lovegood- because the weird people are always the best people Luna s by far my favourite character because she is so completely herself in all her colourfulness she s often ignored avoided and even ridiculed as a result but secretly she is brilliant The world needs more Luna Lovegoods I always thought she had far more chemistry with Harry than Ginny ever did more"
"15","Harry Potter and the Order of the Phoenix"," Sep 28 2015"," Cait A Page with a View","it was amazing"," Angsty Harry is seriously one of the greatest teens ever written"
"16","Harry Potter and the Order of the Phoenix"," Jan 03 2013"," Saania Zee Jamal","it was amazing"," I still can t believe my sixth grade self devoured all 870 pages in two sittings Only you Jo only you"
"17","Harry Potter and the Order of the Phoenix"," Jan 20 2014"," C G Drews","liked it"," AHHHH I AM FINALLY FINISHD collapses in a puddle Peoples I usually read a book in a day two days if it s big three if it s super huge THIS BOOK TOOK ME FOREVER I know there a lot of super-keen Potter fans out there so um you may not want to read this review But But WAIT The biggest thing you need to know is I seriously love this series I do It s so detailed and thorough and interesting and I totally see why it s captured the world in it s wizarding claws BUT I didn t grow up reading it And now Reading it I love a lot of things but there are so many things that bother me particularly about The Order of the Phoenix THINGS THAT BOTHERED ME The freaking gargantuan size This is the most important thing to note IT IS HUGE AND IT SHOULD NOT BE THIS BIG The first 100-pages are numbingly boring they cleaned house SO WHAT Ron Hermione s bickering drove me nuts This trio of friends act so often NOT like friends it just really grates on me I know friends have their ups and downs but Ron is downright rude Harry is usually oblivious but he doesn t help things much either Of COURSE I m Team Hermione here and I know she gets together with Ron but I ain t shipping it The last 50-pages were so intense and interesting WHY WERE THEY SO SHORT It s like the book FINALLY warmed up and got going and got exciting and -- BOOM -- it s done now Plus so many interest reveals just come as a Dumbledore info-dump Um Seriously The characters in general drove me nuts I love Dumbledore don t get me wrong but he s awfully passive There s this whole attitude around like Awww well nothing TOO BAD is going badly so let s just wait until it gets absolutely horrific before we do anything shall we AND ARGHHH YOU STUIPD STUPID WIZARDS And Harry s logic I mean lack thereof was frustrating Like Omg a teacher is physically abusing me I won t tell I m a strong brave little melon NO YOU RE A FREAKING IDIOT Harry s whole mantra of just suffering in silence made me so so angry Snape Because it s a grand idea to have a teacher who abuses and bullies students because he had a crappy childhood Solid work hiring him Dumbledore I HATE SNAPE BTW In general the book s huge GARGANTUAN themes of injustice This one is very very much me but social injustice and discrimination against children and adults exercising their age as a way to control lord over younger humans -- I HATE IT WITH THE FIRE AND PASSION OF A THOUSAND SUNS Sure yes it has it s place in books It s realistic But every time I pick up a Potter book I just get smothered with how unjust everything is and it makes me SO ANGRY And while there are 2 dozen things I love about these books THAT is what makes me wait like 9 million years between picking up volumes There should be more balance There should be more fighting back instead of passiveness And please someone remind me why Harry still needs to live with the Dursley s Because I think we ve established he doesn t Another injustice for no reason OKAAAAY BUT YOU GUYS PROBABLY THINK I HATE HARRY POTTER NOW AND IT S NOT TRUE I also have a list of things I freaking loved And at the end of the day I do like this series I don t adore it like a true Potterhead I spose But I do enjoy it THINGS I ABSOLUTELY LOVE The detail okay I do complain that the books are too big they are but I have to admit this makes the worlds SO INCREDIBLE DEEP Like all the food details the off-handed comments the descriptions the subjects IT S INSANELY AWESOME It s not like reading about a bunch of kids going to school it s like genuinely being there The fact that they actually had to DO SCHOOLWORK So often I read books about characters who are not geniuses but still manage to save the world AND score uber well in school without doing a scrap of homework NO So I love that Harry Potter makes them save the world AND do their homework And half the time I think their homework sounds freakishy fascinating Yes I m having a Hermione moment HERMIONE I ABSOLUTELY LOVE HER She is like one of the biggest reasons I love this series and would even consider rereading seriously I just said that Even though I complain I d like to try audios one day because she s smart and into equality and rights and I just love her yes okay oh and McGongall I love her too SO SO MUCH She does not take a single piece of crap from anyone SHE IS AMAZING I love how she fought Umbridge although I think she could ve done more like stabbed Umbridge in the eye or something and I love how she s fiercely protective of her students She s like a super scary mum The Weasleys ALL OF THEM Even Ginny is getting more a personality now YAAAY I particularly love Fred and George and I m glad they re living their dream Oh but obviously I hate Percy Ron is not my favourite person unfortunately because I think he s very self-obsessed and I do find him irritating at times BUUUUT MRS WEASLEY IS SO FEIRCE AND WONDERFUL Also Luna although I wish she had a bigger part Maybe she will in future books I love her and her whimsical attitude She s totally fascinating And Neville is amazing I particularly love how when Harry was teaching the secret Dark Arts class how Neville was just THRIVING He didn t feel threatened and he had one-on-one help with a peer he likes and respect EQUALS HIM DOING SO WELL YAY I feel so so annoyed at this book too because I feel Neville has a learning disability and everyone just ignores it Some teachers do a bit more but mostly he gets abused - by teachers and students alike I knoooow stuff like that happens IRL But we re not reading real life are we We re reading about a WIZARD school and I ll be damned if I don t sit here and demand things like learning disabilities should be given respect and help I love Neville KEEP FIGHTING NEVILLE And no matter how much I complain I actually lost track of time while reading this That s right I was reading and my eyes were burning at night and I was like OMG WHAT S THE TIME so I totally read a lot later than I would usually A book that absorbs me is definitely a good book SEE I DO LIKE IT Mostly I hated Umbridge of course but duh Who doesn t Ultimately it was too big and I got a wrist sprain just holding the jolly hardback BUT It s intense and magical and intriguing and I want to know what happens next Also I want to see the movies more"
"18","Harry Potter and the Order of the Phoenix"," Aug 12 2011"," Manny","it was ok",""
"19","Harry Potter and the Order of the Phoenix"," Nov 02 2012"," Mohammed Arabey","it was amazing"," Forget the movie it s just a 2 hours trailer for the Novel ------------------ - 2005 2005 more"
"20","Harry Potter and the Order of the Phoenix"," Jun 28 2007"," Annie","did not like it"," hrrmmpp This is my least favourite of the Harry Potter series and almost borders on the don t bother It is saved only by the virtue that it is a Harry Potter book and moves the series along to the still yet unknown finale My issues with it - deals with complex social political problems in a simplified extreme and dichotomous manner- characterisations are too easy lazy- all good or all bad with the exception of Snape who s good evil intentions are yet unknown all courageous or cowardly the righteous or the corrupt - Malfoy junior is the most incompetent nemesis in the history of evil And whilst this was acceptable in the earlier books where there was an element of the comical in his attempts to be evil by book 5 where the themes have become signifantly darker he and his side-kicks unchanging and inane attempts to foil Harry s ultimate fate have just become annoying The only saving grace is that Harry has more than enough true and worthwhile enemies and obstacles for the reader to really get bogged down by Malfoy s silliness - the laudable themes of power corruption propaganda censorship are played out with such naive characterisations extreme situations and melodramaticism that it results in inflammatory knee-jerk reactions rather than furthering understanding of the subleties of these ideas - the plot seems confused as if JK Rowling has all these ideas but is unsure of where she ultimately wants to go thereby leaving in all these subplots that neither has entertainment wisdom nor story-advancing value EG what s with Grawp and the freaking giants Overall- read it only as a part of the greater goal of coming closer to the ending of the series more"
"21","Harry Potter and the Order of the Phoenix"," Jun 22 2012"," Nour Sharif","it was amazing"," Edit 3 27 3 2015 I am still getting positive feedback over this and every time I read what you guys and girls have told me my heart swells Gosh I am so proud of this review Edit 2 25\7\2014So I came across this article today and for some reason it made me happy I feel evil evil laugh http mea-news net en index php 2014 Edit 1 8\3\2014It has been four months that I posted this review And so far I have received great feedback Thank you everyone for yo ur support Remember this is not a benign cause 6 11 2013I know that I have neglected the subject of the new Goodreads policy a lot recently and I ought not to have done that You see I wasn t very free recently and well because I didn t know what to either say or on what book should I post it And then I read this book and the rebelliousness in this book made me think that hey this book is perfect for what I have in mind Oh and guess what I am going to be aggressive Let me tell you something maybe a lot of you people are not aware of We people who live in the Middle East look up towards the west where presumably everyone is free to say and do whatever they want bounded by no tradition or religious law whatsoever But when this kind of law is forced upon everyone from the west itself we lose hope We lose hope that anything will be good again And well for someone me who has suffered a lot because of that Facebook only made my freedom of speech more restricted I found a haven for myself in Goodreads where apparently no one gives a damn whether you insult or disagree with them because well they don t care And because they are mature enough to ignore any insults under the pretext that it is your opinion Do you know how much I love that I have suffered A LOT because of that Let me tell you something about myself I never EVER stay quiet about something that I believe to be true even if I was wrong to many other people and now Mister Money-Head-Of-Amazon has to ruin that for me All right I realized that everything that was said about the new policy was said in the utmost civilized way But guess what I am a teenager I don t give a damn about manners and I am about to say what everyone has wanted to say for a long time Goodreads by succumbing to the green papers have restricted my freedom of speech In the last few years I have been bullied put down humiliated insulted punished just because I wanted to say what I had in mind just because I always stand up to what I believe in And since because ALL OF THAT HAPPENED TO ME I turned towards Goodreads where I was surprised that no one cared about whatever I said and always respected me when I wanted to express myself No review of mine has been removed but a lot of people s reviews have been removed Since it didn t affect me yet I should shut up right No Just the fact that it exists is bothering me It is like having this law around forbidding people to eat chicken and I hate chicken but that doesn t mean I should keep quiet Okay that was a bad example but the closest I had to the ridiculousness of what we are fighting for No one should fight for his right to express himself freely It is a right We are born with that right And no number of reviews removed is going to change that It is not going to frighten us It is not going to make us back out You can remove all the reviews you want Goodreads but this is something I believe in So I am fighting even if you have to ban me Well according to your own policy you can t do that Well you can t even remove the reviews that have been put before the declaration of that censorship but you do it anyway So you are bunch of hypocrites You Goodreads managers anyone with the IQ of a peacock can realize that what you have done is so wrong on so many levels If I were the Goodreads manager I would say this to the Amazon Manager when he came offering the new law You can take your money and your pathetic ass out of my office You cannot threaten us with money or hold it over our heads This company has so far made you millions of money just by existing and promoting your books More than half of our members buy regularly from your website In fact according to this logic you owe us GR Manager slaps Amazon Manager Jackie Shan bursts into the scene wearing nothing but a newspaper around his waist Kung fu Jackie kicks Amazon Manager s head off and his body goes around looking for its head Meanwhile GR Manager holds both the head and the body and throws them from the window of the headquarters BOOM The end This policy is so wrong If people like us cannot express themselves online then where will they I might not insult your precious little authors Amazon Manager in my opinion they shouldn t be called authors if they can t take god damn criticism Not everyone should approve with them but I have every god damn right to express myself freely without having to worry whether my review would be removed or not The management even has no right to go around reading whatever we say online because well I thought they had better things to do It turns out I was wrong don t you think Anyway what we say online is OUR concern not yours You shouldn t threaten us You shouldn t condemn us Maybe to you you are only deleting a review but to us you are restricting our freedom And no one really appreciates freedom but the ones who have been deprived from it I wonder how the Goodreads Management even agreed to this I had a lot more to say about this on my mind but I think I have made my point quite clearly Us readers and the ones who write a bit like I do find words our strongest weapon Back to my review about this book THIS WAS THE WORST BOOK I HAVE READ I have cried 50 pages straight view spoiler why did she have to kill Sirius WHAT DID HE EVER DO TO HER I AM STILL CRYING YOU KNOW hide spoiler The 5 stars I have given it it was not a WOW I LOVED THIS BOOK AUTOMATIC FIVE STARS No It was this kind of books it deserves 5 stars with a little dash of wow at the end This is the kind of perfect books that makes you feel as though all happiness innocence and hope had been sucked out of the world and until everything in the book is fixed nothing in the world will ever be right again I have really a lot of controversial feelings about this book but it all goes down to one point It is good It is worthy of five stars And it had hooked me up five days straight more"
"22","Harry Potter and the Order of the Phoenix"," Mar 20 2018"," Luffy","it was amazing"," Among the last 3 books in the Harry Potter series this is the one that I respect the most It s not without its fault But naming the faults will not advance anything especially for people who are fans Albus Dumbledore really gets a lot of focus He does the kind of things that really bring a lump to the throat Because of him I ve never really regretted rereading this book oh so many times Harry s Godfather also gets his time to shine Books 3 and 5 showcase his ability and motivation clearly I never thought rereading book 6 would be a good idea so reading Harry Potter probably ends here as far as Goodreads is concerned more"
"23","Harry Potter and the Order of the Phoenix"," Feb 18 2016"," Aj the Ravenous Reader","it was amazing"," I know I overwhelmed Goodreads with my abundant reviews this week but I promise this is the last I ll post until I finish Harry Potter and the Half-Blood Prince which will probably take a week Lol The following is mostly rubbish because I was dreadfully ill when I read the fifth Harry Potter book my faithful loyal companion while my own respiratory tract conspired against me Merlin s Beard What has happened to my English It has fully converted to British Bloody brilliant My husband will surely be gobsmacked I know that I should be using my days off to rest but I just couldn t keep my hands off Harry Potter Even though this is even longer than the fourth book I finished it triumphantly in three days to be exact As usual the ff are my usual gibberish while and after reading HP books 1 A crabby Harry is new 2 Percy has always pissed me off but the ingrate I can t believe he s a Weasley 3 I always thought drawling is cool except when Lucius does it 4 I swear Prof Umbridge is the reincarnation of a professor I once had in college Getting to know her is like reliving those dreadful days Her carefully structured theory based method blech 5 Brilliant Prof Mc Gonagall You show that Umbridge woman off 6 When has Ginny started to become so clever and funny 7 Romance is quite in the air but not for long really Lol 8 Hermione fell nothing short of brilliant and as usual she is right She s always right When will you learn that Harry 9 Prof Lockhart turned up Poor thing 10 Woohoo Show that old bat Fred and George What a legendary departure 11 I have never taken a liking to Peeves until now 12 Kreacher you treacherous elf 13 Looney I mean Luna Lovegood has been a great help 14 The best Defense against Dark Arts Professor Award goes to Harry Potter 15 Oh Dumbledore gasps Indeed you got style 16 Hagrid has a little brother view spoiler Graupy-lol hide spoiler 17 NOOOOOOOO Please stop killing people J K I don t think I can take anymore view spoiler Sirius hide spoiler wails for one hour 18 Thank you Order of Phoenix It s about time the Dursleys learned their lesson I didn t bother taking notes of the things the movie missed or gotten wrong because there are just too many but I have to say the Umbridge actress played the character spot on and so did Luna Lovegood Bellatrix and of course Voldz One thing I commend the movies for from the first one up to the fifth would be the choice of actors and actresses who gave justice to their characters Goodbye real world Hello wizarding world poof more"
"24","Harry Potter and the Order of the Phoenix"," Jun 08 2016"," Ayesha Syed","it was amazing"," Umbridge More like Umbitch That woman should die Painfully"
"25","Harry Potter and the Order of the Phoenix"," Oct 02 2016"," Reynita Maharani The Night Reader","it was amazing"," This review has been hidden because it contains spoilers To view it click here Edit Rounded it up into 5 starsREVIEW TO COME TOMORROWEdit Guys I m sorry that I have to review it on Monday There s blackout here 4 9 Stars Yeah said Harry but you unlike me are a git so get out and leave us alone I supposed to post the review yesterday but there was a blackout while I was reviewing and you can imagine how pissed I was when suddenly my computer was off and the review was already quite long I was like this well I wasn t screaming because it was midnight b Edit Rounded it up into 5 starsREVIEW TO COME TOMORROWEdit Guys I m sorry that I have to review it on Monday There s blackout here 4 9 Stars Yeah said Harry but you unlike me are a git so get out and leave us alone I supposed to post the review yesterday but there was a blackout while I was reviewing and you can imagine how pissed I was when suddenly my computer was off and the review was already quite long I was like this well I wasn t screaming because it was midnight but I was really really angry well let s talk about this book D breaths in Breaths out there were lots of tears laugh sadness happiness and anger while I was reading it and I m here still can t accept the death of the guy I cared care I mean why do I always lose charcters that I love or care why Sirius not Kreacher or anyone anyone means Cho Chang actually okay let s begin with Cho Chang I Ship Harry With Ginny Not Cho Chang I totally HATE this girl She is a cry baby and she is also weird one minute she is happy and then suddenly she bursts into tears and she always exaggerate problems little problem can be big problem with her and I still don t know why Harry had feelings to her yes had because he doesn t like Cho Chang anymore YAY finally he opened his eyes and these scenes made me hate her so much He turned to saw Cho standing in the middle of the room tears pouring down her face I thought she said tears spattering down on to the table I thought you d u - u - understand I need to talk about it Surely you n - need to talk about it t - too I mean you saw it happen d - didn t you I ll see you around Harry she said dramatically and hiccoughing slightly she dashed to the door wrenched it open and hurried off into the pouring rain I m really really sorry That interview was so brave it made me cry That was a really horrible trick of Hermione Granger s said Chp fiercely She should have told us she d jinxed that list - I think it was brilliant idea said harry coldly Cho flushed and her eyes grew brighter Oh yes I forgot - of course if it was darling Hermione s idea - Don t start crying again said Harry warningly I wasn t going to she shouted Yeah well good he said I ve got enough to cop with at the moment Go and cope with it then Cho said furiously turning on her heel and stalking off Yeah said Ron slowly savouring the words we won Did you see the look on Cho s face when Ginny got the snitch right out from under her nose I suppose she cried did she said Harry bitterly Well yeah - more out of temper than anything though Ron frowned slightly But you saw her chuck her broom away when she got back to the ground didn t you and she was totally insane why did she have to ask about Cedric to Harry while they were dating of course Harry didn t want to talk abou Cedric and Didn t she have feelings I m sure Harry didn t want to remember that horrible memory I ship Harry with Ginny because Ginny is funny Ginny is not a crybaby Ginny is brave Ginny is more beautiful than Cho She is basically more perfect than Cho I Don t Like Harry s Temper I know Harry was having a hard time but that didn t mean he had the rights to be harsh to his best friends they will always on his side and there was a scene where he snapped at Hermione Been having a nice little chat with her about whether or not I m a lying attention-seeking prat have you Harry said loudly No said Hermione calmly I told her to keep her big fat mouth shut about you actually And it would be quite nice if you stopped jumping down our throats Harry because in case you haven t noticed Ron and I are on your side There was a short pause Sorry said Harry in a low voice That s quite all right said Hermione with dignity Then she shook her head Don t you remember what Dumbledore said at the last end-of-term feast and they continued talking oh I also didn t like Harry when he shouted at professor Dumbledore because he just saved his life and he s clearly older than Harry So Harry had to talk calmly to him even though he was angry and the most annoying thing was that he destroyed Dumbledore s possessions he was totally rudeI know I know he was sad because Sirius just died and I was sad too I cried a lot but I didn t angry with Dumbledore I was angry with Kreacher Bellatrix and Voldemort I still am actually how could I forgive them they killed Sirius I Love Sirius Especially Young Sirius With another shock of excitement Harry saw Sirius give James the thumbs-up Sirius was lounging in his chair at ease tilting it back on two legs He was very good-looking his dark hair fell into his eyes with a sort of casual elegance neither James s nor Harry s could ever have achieved and a girl sitting behind him was eyeing him hopefully though he didn t seem to have noticed OH MY GOD HE IS SO HANDSOME BUT WHY WHY DID HE HAVE TO DIE I LIKE SIRIUS SO MUCH AND NOW I WILL NEVER SEE HIM ANYMORE LIFE IS SO UNFAIR thank you for reading and liking this review guys hope you guys have a great day P S I like Luna so much she is funny xD more"
